作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	10	10	5	6
2	0	1	1	7	1
3	0	8	8	5	8
4	0	0	0	9	8
5	0	0	0	6	3
6	1	8	9	5	4
7	1	2	3	10	1
8	3	1	4	5	8
9	8	9	17	10	2
10	8	5	13	7	6
11	9	10	19	5	6
12	10	1	11	10	3
13	10	9	19	6	6
14	10	9	19	7	3
15	10	6	16	7	1
16	13	7	20	5	7
17	16	3	19	8	2
18	16	5	21	10	3
19	19	6	25	6	2
20	19	1	20	9	5
21	19	3	22	10	4
22	19	8	27	5	7
23	19	1	20	10	2
24	20	9	29	10	8
25	20	9	29	9	8
26	20	6	26	8	2
27	21	3	24	9	5
28	22	10	32	8	2
29	22	3	25	5	7
30	24	2	26	8	7
31	24	3	27	7	7
32	26	3	29	10	7
33	26	10	36	6	4
34	27	3	30	8	8
35	29	6	35	5	5
36	29	4	33	10	8
37	29	9	38	10	4
38	32	1	33	9	1
39	33	4	37	6	3
40	36	6	42	9	7
41	36	9	45	7	4
42	37	10	47	6	5
43	38	8	46	7	2
44	38	6	44	8	5
45	42	4	46	8	3
46	44	2	46	5	1
47	45	7	52	10	4
48	46	1	47	10	8
49	46	3	49	10	2
50	46	6	52	10	6
51	52	8	60	7	8
52	52	2	54	10	3
53	52	8	60	6	7
54	54	4	58	9	1
55	58	10	68	7	5
56	58	10	68	8	3
57	60	3	63	5	3
58	63	4	67	7	2
59	67	10	77	7	8
60	68	1	69	5	6
