作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	5	7
2	0	10	10	10	5
3	0	8	8	9	5
4	0	0	0	10	2
5	0	0	0	6	1
6	5	4	9	10	1
7	5	2	7	8	5
8	5	7	12	9	5
9	7	10	17	6	8
10	7	2	9	5	8
11	8	1	9	8	2
12	8	8	16	8	4
13	10	5	15	5	5
14	10	4	14	7	6
15	10	5	15	7	1
16	12	10	22	7	5
17	12	1	13	10	7
18	14	6	20	10	5
19	14	9	23	7	2
20	15	5	20	6	5
21	15	3	18	9	8
22	15	6	21	10	4
23	16	8	24	8	8
24	16	5	21	5	6
25	17	6	23	10	4
26	18	6	24	9	3
27	20	6	26	7	6
28	21	1	22	6	2
29	21	10	31	10	5
30	21	6	27	7	4
31	22	2	24	10	8
32	22	8	30	9	7
33	23	8	31	8	5
34	23	4	27	8	2
35	23	3	26	8	8
36	24	6	30	7	5
37	26	1	27	9	6
38	26	3	29	7	1
39	26	9	35	7	1
40	27	9	36	10	6
41	27	5	32	8	4
42	27	4	31	5	8
43	29	7	36	10	8
44	29	10	39	6	7
45	30	1	31	6	7
46	30	8	38	6	3
47	31	3	34	6	1
48	32	6	38	5	3
49	34	6	40	9	8
50	35	4	39	6	4
51	36	8	44	5	4
52	38	1	39	10	1
53	39	5	44	10	3
54	39	3	42	10	1
55	40	10	50	9	4
56	40	9	49	6	3
57	42	10	52	8	2
58	49	6	55	6	8
59	55	6	61	9	8
60	55	9	64	9	6
