作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	7	2
2	0	2	2	6	1
3	0	0	0	6	2
4	0	0	0	8	8
5	2	3	5	6	5
6	2	5	7	8	6
7	7	2	9	10	8
8	9	1	10	8	2
9	9	9	18	6	8
10	10	8	18	9	8
11	10	8	18	8	2
12	18	6	24	10	3
13	18	1	19	8	2
14	18	6	24	6	1
15	19	2	21	5	6
16	19	4	23	6	7
17	23	6	29	6	1
18	24	6	30	9	6
19	24	4	28	9	5
20	29	4	33	8	5
21	29	10	39	7	8
22	30	4	34	8	2
23	30	2	32	10	4
24	34	7	41	7	5
25	34	5	39	6	4
26	39	2	41	6	7
27	39	5	44	7	7
28	41	1	42	8	8
29	41	2	43	6	2
30	42	6	48	8	1
31	43	10	53	8	1
32	43	4	47	8	1
33	44	8	52	8	5
34	44	5	49	9	5
35	47	6	53	7	2
36	49	3	52	6	8
37	52	4	56	7	6
38	52	2	54	8	6
39	53	4	57	9	4
40	53	4	57	6	4
41	53	8	61	9	2
42	53	3	56	6	7
43	56	5	61	7	2
44	56	7	63	8	4
45	57	3	60	6	2
46	61	2	63	7	5
47	61	5	66	5	5
48	63	10	73	6	5
49	63	7	70	9	4
50	66	2	68	10	1
51	68	10	78	9	2
52	68	4	72	10	2
53	70	6	76	8	3
54	73	1	74	7	6
55	74	3	77	6	6
56	74	7	81	7	2
57	76	1	77	9	7
58	77	3	80	7	4
59	80	7	87	9	7
60	80	6	86	5	3
