作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	10	4
2	0	8	8	5	5
3	0	2	2	5	5
4	0	0	0	6	7
5	0	0	0	5	6
6	2	1	3	7	6
7	2	3	5	8	7
8	2	8	10	8	3
9	5	1	6	10	8
10	8	3	11	8	8
11	8	8	16	7	7
12	8	1	9	10	8
13	8	7	15	9	6
14	8	8	16	6	7
15	10	3	13	8	6
16	11	5	16	8	2
17	15	6	21	6	1
18	15	9	24	9	5
19	16	4	20	7	6
20	16	1	17	7	2
21	16	8	24	6	7
22	16	6	22	7	1
23	16	6	22	6	5
24	21	1	22	9	5
25	21	8	29	6	5
26	21	8	29	7	2
27	22	8	30	8	8
28	22	4	26	5	7
29	24	10	34	8	8
30	24	1	25	9	4
31	24	7	31	8	2
32	24	7	31	5	4
33	31	4	35	5	8
34	31	8	39	8	4
35	31	1	32	8	1
36	32	6	38	8	8
37	32	3	35	7	6
38	32	3	35	8	7
39	35	2	37	8	3
40	35	9	44	7	4
41	39	7	46	5	2
42	39	3	42	7	7
43	39	9	48	10	3
44	42	4	46	7	6
45	46	4	50	7	4
46	46	1	47	5	7
47	46	2	48	8	8
48	47	6	53	6	2
49	48	7	55	10	7
50	48	6	54	7	4
51	50	9	59	5	7
52	54	8	62	5	6
53	54	2	56	8	4
54	56	7	63	7	6
55	56	6	62	6	7
56	62	9	71	6	7
57	62	2	64	10	2
58	63	5	68	6	4
59	64	1	65	5	7
60	65	10	75	5	6
