作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	10	10	5	8
2	0	4	4	5	6
3	0	6	6	9	7
4	0	0	0	6	4
5	0	0	0	5	3
6	4	1	5	8	6
7	4	10	14	7	1
8	6	8	14	5	1
9	6	5	11	5	1
10	10	10	20	8	2
11	10	1	11	9	2
12	11	1	12	6	6
13	11	1	12	6	6
14	12	5	17	7	7
15	14	6	20	10	4
16	14	10	24	5	7
17	20	3	23	5	4
18	23	5	28	6	2
19	24	5	29	6	6
20	24	4	28	8	5
21	24	7	31	5	4
22	24	10	34	9	8
23	28	3	31	7	3
24	29	1	30	6	4
25	29	7	36	10	5
26	31	1	32	7	8
27	34	1	35	10	5
28	34	8	42	6	3
29	35	2	37	7	4
30	35	6	41	8	3
31	36	10	46	5	8
32	36	10	46	8	6
33	41	10	51	8	3
34	41	3	44	10	1
35	41	3	44	10	3
36	42	7	49	10	4
37	44	2	46	8	5
38	46	8	54	5	1
39	46	10	56	10	7
40	46	7	53	7	8
41	49	5	54	8	7
42	51	8	59	7	7
43	54	2	56	7	7
44	56	2	58	8	5
45	56	1	57	10	7
46	57	1	58	6	7
47	58	4	62	5	8
48	58	6	64	7	6
49	62	7	69	7	3
50	64	10	74	9	5
51	64	7	71	8	2
52	69	8	77	8	8
53	69	6	75	5	5
54	71	10	81	5	7
55	71	9	80	6	7
56	80	2	82	8	4
57	81	3	84	10	5
58	81	4	85	7	6
59	82	1	83	6	2
60	83	3	86	10	6
