作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	2	2	10	2
2	0	1	1	5	8
3	0	8	8	5	3
4	0	0	0	8	4
5	0	0	0	10	7
6	1	1	2	8	6
7	2	9	11	6	3
8	2	3	5	5	8
9	2	10	12	7	3
10	2	9	11	6	6
11	2	3	5	10	1
12	5	4	9	7	7
13	5	10	15	8	5
14	5	1	6	5	7
15	5	4	9	9	4
16	6	2	8	8	1
17	8	8	16	8	2
18	8	5	13	5	2
19	8	7	15	6	1
20	8	2	10	9	2
21	8	1	9	5	1
22	9	10	19	5	3
23	9	2	11	7	6
24	9	3	12	7	3
25	9	1	10	9	7
26	9	5	14	6	4
27	11	1	12	10	3
28	11	9	20	6	1
29	11	9	20	8	1
30	11	5	16	9	5
31	12	8	20	6	2
32	12	7	19	5	1
33	12	5	17	5	7
34	14	8	22	9	4
35	15	3	18	10	2
36	15	9	24	5	1
37	16	2	18	10	3
38	19	6	25	5	2
39	19	10	29	9	5
40	20	4	24	5	6
41	20	9	29	7	2
42	20	1	21	9	3
43	20	6	26	9	3
44	21	2	23	5	2
45	22	8	30	10	4
46	22	2	24	8	1
47	23	10	33	7	5
48	24	9	33	10	5
49	29	8	37	6	8
50	29	5	34	9	3
51	33	9	42	8	8
52	33	5	38	10	3
53	33	6	39	6	7
54	34	5	39	7	8
55	37	2	39	5	7
56	38	5	43	6	6
57	39	2	41	8	7
58	41	7	48	10	5
59	43	7	50	7	8
60	50	1	51	5	7
