作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	3	3	9	8
2	0	9	9	8	3
3	0	1	1	7	8
4	0	0	0	5	4
5	0	0	0	10	2
6	1	10	11	7	5
7	1	9	10	10	6
8	1	5	6	5	2
9	3	2	5	7	4
10	3	8	11	8	7
11	3	1	4	10	2
12	4	3	7	8	5
13	4	3	7	7	3
14	5	4	9	9	5
15	6	2	8	6	3
16	6	5	11	8	1
17	7	2	9	10	3
18	7	9	16	5	6
19	9	10	19	10	4
20	9	7	16	10	4
21	10	1	11	6	4
22	10	4	14	9	7
23	11	7	18	10	6
24	11	4	15	10	2
25	11	10	21	6	4
26	11	3	14	8	6
27	11	10	21	6	5
28	11	5	16	5	1
29	11	8	19	8	1
30	11	8	19	8	3
31	14	4	18	9	7
32	16	1	17	10	7
33	16	9	25	5	7
34	16	3	19	9	1
35	16	6	22	6	2
36	16	3	19	7	7
37	18	7	25	10	8
38	18	3	21	10	2
39	19	7	26	9	1
40	19	3	22	7	8
41	19	4	23	8	2
42	19	10	29	5	3
43	21	9	30	7	5
44	21	5	26	5	8
45	22	2	24	8	8
46	23	1	24	9	8
47	24	5	29	10	6
48	25	7	32	9	1
49	26	4	30	9	4
50	26	6	32	8	8
51	26	9	35	7	7
52	30	6	36	6	6
53	32	5	37	6	4
54	35	10	45	8	6
55	35	5	40	5	8
56	45	3	48	7	8
57	45	9	54	10	5
58	54	10	64	6	3
59	54	5	59	9	4
60	59	4	63	7	4
