作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	10	10	10	3
2	0	5	5	7	3
3	0	5	5	8	6
4	0	0	0	10	7
5	0	0	0	10	8
6	5	3	8	7	4
7	5	6	11	10	6
8	5	10	15	10	5
9	5	8	13	10	1
10	5	6	11	5	3
11	5	1	6	5	8
12	6	1	7	10	7
13	7	2	9	8	8
14	10	3	13	9	4
15	11	9	20	5	7
16	11	2	13	8	5
17	11	3	14	8	4
18	11	4	15	5	5
19	13	8	21	10	6
20	13	8	21	6	4
21	13	10	23	8	2
22	13	10	23	6	5
23	13	8	21	8	8
24	13	5	18	9	5
25	15	8	23	10	3
26	15	5	20	6	3
27	15	2	17	5	6
28	17	5	22	6	5
29	18	3	21	7	1
30	18	4	22	5	4
31	20	10	30	5	2
32	20	7	27	9	2
33	22	7	29	10	3
34	22	9	31	5	1
35	23	7	30	7	3
36	23	7	30	6	2
37	23	5	28	5	5
38	23	5	28	7	8
39	27	8	35	9	5
40	27	8	35	6	8
41	28	1	29	9	1
42	28	5	33	10	3
43	29	7	36	6	7
44	30	3	33	7	8
45	31	9	40	7	8
46	33	8	41	6	1
47	35	2	37	7	4
48	35	9	44	5	1
49	35	8	43	9	4
50	36	6	42	5	7
51	36	6	42	7	5
52	42	2	44	10	4
53	42	5	47	5	6
54	43	10	53	8	6
55	43	2	45	6	2
56	44	8	52	7	6
57	45	10	55	6	5
58	47	3	50	8	8
59	53	5	58	6	7
60	55	1	56	5	8
