作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	9	9	8	8
2	0	6	6	10	5
3	0	0	0	7	3
4	0	0	0	9	6
5	6	10	16	7	5
6	6	7	13	10	1
7	6	4	10	6	5
8	9	1	10	5	1
9	9	9	18	10	7
10	10	8	18	9	2
11	13	2	15	8	6
12	13	9	22	7	4
13	15	4	19	10	4
14	15	9	24	8	5
15	16	1	17	8	4
16	16	8	24	9	7
17	17	4	21	8	1
18	18	10	28	8	3
19	18	10	28	6	4
20	19	2	21	10	3
21	22	9	31	7	7
22	22	6	28	10	3
23	24	6	30	9	8
24	24	10	34	6	6
25	28	2	30	8	2
26	28	5	33	7	8
27	28	2	30	7	1
28	30	1	31	7	6
29	30	8	38	6	2
30	30	8	38	7	4
31	31	1	32	6	6
32	31	6	37	10	2
33	32	5	37	7	5
34	34	1	35	5	7
35	37	8	45	8	8
36	37	2	39	8	6
37	38	10	48	6	5
38	38	1	39	6	7
39	39	10	49	7	3
40	39	10	49	9	4
41	39	5	44	7	3
42	44	7	51	10	3
43	45	10	55	7	6
44	48	3	51	9	6
45	49	7	56	10	7
46	51	6	57	5	3
47	51	8	59	10	7
48	55	5	60	9	2
49	56	7	63	7	2
50	56	2	58	8	4
51	57	1	58	8	7
52	58	8	66	9	3
53	59	4	63	7	7
54	60	10	70	10	7
55	63	1	64	7	5
56	63	1	64	9	1
57	64	6	70	8	7
58	64	3	67	7	1
59	66	2	68	6	7
60	70	6	76	5	3
