作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	8	6
2	0	2	2	6	2
3	0	0	0	10	1
4	0	0	0	9	1
5	2	2	4	9	2
6	4	10	14	7	5
7	4	5	9	10	5
8	8	4	12	6	3
9	9	3	12	7	1
10	12	6	18	5	1
11	12	6	18	10	8
12	14	8	22	5	7
13	18	7	25	10	1
14	18	8	26	5	6
15	22	5	27	9	2
16	22	3	25	7	6
17	22	2	24	9	5
18	25	4	29	5	6
19	26	8	34	10	7
20	27	10	37	6	6
21	29	3	32	8	5
22	29	10	39	5	7
23	32	10	42	6	6
24	34	6	40	7	6
25	37	2	39	9	1
26	39	2	41	5	7
27	39	6	45	9	2
28	41	4	45	9	7
29	42	7	49	5	8
30	45	10	55	5	2
31	45	5	50	10	3
32	49	3	52	6	5
33	50	6	56	5	2
34	52	7	59	9	7
35	55	3	58	5	3
36	56	4	60	6	3
37	58	10	68	9	7
38	59	8	67	7	4
39	60	6	66	9	1
40	66	8	74	10	4
41	67	8	75	6	3
42	68	4	72	7	1
43	68	3	71	8	8
44	74	2	76	9	3
45	74	10	84	10	7
46	75	4	79	10	3
47	76	9	85	7	6
48	79	5	84	9	1
49	84	2	86	7	1
50	85	1	86	8	7
51	86	4	90	9	4
52	86	7	93	10	1
53	86	7	93	8	4
54	90	2	92	7	3
55	92	2	94	7	3
56	93	4	97	5	5
57	93	10	103	6	5
58	94	5	99	10	7
59	97	2	99	5	7
60	99	6	105	8	3
