作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	9	9	8	2
2	0	4	4	7	6
3	0	0	0	8	7
4	0	0	0	8	3
5	4	2	6	8	4
6	4	8	12	9	7
7	6	4	10	7	2
8	9	2	11	7	3
9	11	1	12	7	2
10	11	1	12	5	3
11	12	4	16	10	2
12	12	7	19	6	6
13	16	6	22	5	7
14	19	6	25	6	2
15	22	4	26	9	8
16	22	10	32	7	6
17	25	5	30	6	2
18	25	7	32	5	2
19	30	1	31	8	8
20	31	5	36	8	2
21	32	3	35	6	4
22	35	8	43	10	8
23	35	7	42	7	1
24	36	9	45	6	2
25	43	5	48	6	7
26	43	6	49	9	4
27	45	7	52	5	4
28	48	10	58	6	4
29	49	1	50	8	8
30	52	8	60	9	5
31	52	7	59	5	4
32	59	8	67	8	6
33	60	7	67	7	7
34	67	1	68	5	5
35	67	2	69	6	3
36	68	9	77	8	4
37	68	7	75	8	3
38	69	9	78	10	6
39	77	1	78	9	1
40	77	8	85	8	2
41	78	3	81	10	8
42	78	1	79	9	4
43	79	10	89	10	3
44	81	9	90	5	1
45	85	3	88	10	6
46	88	1	89	7	2
47	89	8	97	7	1
48	90	6	96	7	3
49	97	7	104	7	5
50	97	2	99	9	1
51	99	1	100	5	7
52	99	10	109	8	1
53	104	10	114	10	7
54	109	10	119	9	5
55	114	7	121	8	4
56	119	8	127	5	2
57	121	7	128	5	4
58	121	5	126	7	7
59	127	8	135	10	6
60	128	5	133	10	3
