作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	9	6
2	0	2	2	9	5
3	0	9	9	8	2
4	0	0	0	8	3
5	0	0	0	7	3
6	2	10	12	8	4
7	2	1	3	10	7
8	2	3	5	8	4
9	5	2	7	6	3
10	7	1	8	5	5
11	7	3	10	8	4
12	9	3	12	10	7
13	9	2	11	8	1
14	9	2	11	5	1
15	10	1	11	10	5
16	11	1	12	8	8
17	11	5	16	9	5
18	12	1	13	5	8
19	12	1	13	5	8
20	12	9	21	6	8
21	12	6	18	6	7
22	13	7	20	7	6
23	13	1	14	5	8
24	13	7	20	7	5
25	16	2	18	10	8
26	18	10	28	6	7
27	18	2	20	5	1
28	20	10	30	5	4
29	20	10	30	8	8
30	20	2	22	8	5
31	20	5	25	6	5
32	20	6	26	7	8
33	21	10	31	10	4
34	22	10	32	5	2
35	25	10	35	6	8
36	28	6	34	6	6
37	28	7	35	6	3
38	30	10	40	5	2
39	31	1	32	7	7
40	31	6	37	10	1
41	32	10	42	8	1
42	34	2	36	8	1
43	35	6	41	9	8
44	35	6	41	7	4
45	37	6	43	9	3
46	40	8	48	7	1
47	40	4	44	7	4
48	41	4	45	8	7
49	41	2	43	6	3
50	43	9	52	5	8
51	43	9	52	7	8
52	44	10	54	8	5
53	48	1	49	8	3
54	49	2	51	10	8
55	51	10	61	7	8
56	52	7	59	8	3
57	52	9	61	8	4
58	54	9	63	10	5
59	54	7	61	6	1
60	59	8	67	9	4
