作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	9	9	8	6
2	0	5	5	10	2
3	0	5	5	8	2
4	0	0	0	9	8
5	0	0	0	10	7
6	5	2	7	5	6
7	5	9	14	8	6
8	5	1	6	5	8
9	5	1	6	6	7
10	6	2	8	9	2
11	6	7	13	6	1
12	7	6	13	10	1
13	8	4	12	5	3
14	9	7	16	5	5
15	9	2	11	8	6
16	11	10	21	8	6
17	12	5	17	6	3
18	13	2	15	6	2
19	13	1	14	10	6
20	13	10	23	5	4
21	14	10	24	7	7
22	14	2	16	8	1
23	15	2	17	9	1
24	16	8	24	9	8
25	17	8	25	8	4
26	17	2	19	5	3
27	17	10	27	8	2
28	23	8	31	7	1
29	23	8	31	7	5
30	23	3	26	5	5
31	24	6	30	10	1
32	26	8	34	6	1
33	26	10	36	5	2
34	27	4	31	8	6
35	30	4	34	9	4
36	31	3	34	10	3
37	31	6	37	6	6
38	31	5	36	9	8
39	31	1	32	8	2
40	32	9	41	8	7
41	32	1	33	10	2
42	33	5	38	5	6
43	34	3	37	9	3
44	36	3	39	9	4
45	36	8	44	9	2
46	37	4	41	7	6
47	37	4	41	7	3
48	38	5	43	9	8
49	39	6	45	10	3
50	43	3	46	10	3
51	44	7	51	7	8
52	44	4	48	8	3
53	45	6	51	6	3
54	45	6	51	10	3
55	46	9	55	6	6
56	51	2	53	10	2
57	51	9	60	10	5
58	51	8	59	6	7
59	59	2	61	5	3
60	60	6	66	8	8
