作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	6	6
2	0	3	3	7	3
3	0	2	2	6	2
4	0	0	0	5	2
5	0	0	0	10	3
6	2	10	12	7	8
7	2	4	6	6	2
8	2	9	11	9	3
9	3	8	11	5	1
10	3	5	8	8	2
11	3	1	4	8	1
12	4	10	14	6	1
13	4	4	8	6	8
14	6	9	15	9	6
15	6	7	13	10	8
16	6	7	13	7	5
17	6	9	15	7	8
18	8	5	13	5	8
19	11	2	13	9	3
20	11	6	17	10	1
21	11	5	16	6	2
22	12	8	20	6	7
23	13	3	16	8	3
24	13	3	16	10	1
25	13	10	23	9	8
26	14	8	22	5	8
27	15	1	16	10	1
28	16	7	23	5	3
29	16	9	25	10	2
30	16	8	24	10	4
31	17	3	20	8	5
32	17	10	27	7	2
33	17	2	19	8	4
34	19	3	22	9	3
35	20	3	23	6	3
36	20	8	28	6	4
37	20	10	30	5	1
38	22	10	32	9	4
39	22	8	30	9	7
40	23	5	28	7	1
41	23	1	24	9	3
42	24	6	30	5	6
43	27	3	30	7	8
44	27	2	29	5	3
45	29	7	36	9	1
46	30	6	36	6	8
47	30	2	32	6	3
48	30	10	40	8	4
49	30	8	38	7	2
50	30	2	32	9	8
51	32	8	40	6	2
52	32	8	40	9	5
53	38	3	41	9	4
54	38	2	40	10	1
55	40	3	43	8	5
56	40	2	42	7	3
57	40	5	45	5	8
58	42	8	50	9	5
59	45	5	50	5	7
60	50	9	59	10	5
