作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	9	9	9	5
2	0	10	10	7	1
3	0	9	9	9	8
4	0	0	0	9	4
5	0	0	0	10	6
6	9	2	11	7	6
7	9	7	16	9	8
8	9	3	12	6	5
9	9	2	11	9	8
10	9	2	11	8	2
11	10	5	15	7	1
12	10	6	16	7	2
13	10	4	14	10	7
14	11	9	20	7	3
15	11	2	13	6	4
16	11	7	18	9	3
17	11	10	21	7	4
18	14	6	20	6	1
19	14	6	20	10	6
20	15	1	16	9	6
21	15	2	17	7	8
22	16	2	18	10	6
23	18	3	21	6	6
24	18	4	22	10	6
25	18	7	25	7	5
26	20	9	29	8	5
27	20	5	25	6	4
28	20	7	27	6	5
29	21	8	29	8	6
30	21	1	22	10	5
31	21	3	24	10	3
32	22	10	32	7	4
33	22	9	31	10	5
34	22	10	32	8	8
35	24	8	32	6	6
36	24	7	31	5	6
37	25	9	34	7	1
38	29	9	38	8	6
39	31	6	37	6	6
40	31	6	37	8	6
41	31	3	34	7	3
42	32	10	42	5	7
43	32	4	36	9	6
44	34	5	39	6	3
45	36	4	40	9	8
46	37	1	38	5	6
47	37	5	42	9	3
48	38	3	41	10	4
49	38	4	42	6	8
50	40	8	48	9	3
51	42	2	44	5	3
52	42	1	43	7	3
53	43	4	47	8	6
54	43	9	52	5	4
55	43	3	46	10	5
56	47	2	49	7	5
57	49	9	58	5	7
58	52	8	60	10	6
59	58	8	66	6	2
60	60	10	70	9	6
