作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	8	1
2	0	4	4	9	3
3	0	2	2	5	8
4	0	0	0	6	6
5	0	0	0	10	1
6	2	3	5	10	4
7	2	8	10	9	4
8	2	9	11	6	1
9	4	5	9	10	6
10	4	6	10	6	8
11	5	5	10	10	6
12	9	6	15	9	8
13	9	7	16	8	3
14	10	8	18	5	5
15	10	7	17	5	5
16	10	1	11	6	3
17	11	1	12	5	3
18	11	9	20	7	3
19	12	3	15	10	4
20	16	6	22	6	5
21	16	5	21	6	3
22	16	8	24	5	8
23	17	7	24	5	1
24	20	6	26	8	6
25	20	7	27	9	7
26	21	9	30	8	8
27	21	7	28	9	2
28	22	8	30	6	3
29	24	10	34	8	5
30	24	9	33	7	4
31	27	3	30	9	5
32	27	6	33	10	5
33	30	6	36	6	5
34	30	1	31	7	5
35	30	4	34	9	4
36	31	4	35	9	7
37	33	4	37	8	3
38	33	9	42	8	1
39	34	10	44	10	7
40	34	8	42	6	6
41	35	5	40	10	8
42	35	9	44	9	2
43	36	4	40	8	2
44	36	5	41	8	1
45	40	8	48	5	7
46	41	7	48	10	7
47	42	3	45	6	5
48	42	7	49	8	6
49	42	6	48	5	5
50	44	10	54	10	5
51	45	1	46	7	5
52	46	8	54	5	2
53	48	8	56	6	8
54	49	5	54	8	3
55	54	10	64	9	7
56	54	6	60	9	3
57	56	6	62	6	8
58	60	9	69	8	4
59	64	8	72	9	4
60	69	1	70	10	6
