作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	5	8
2	0	8	8	5	5
3	0	9	9	10	4
4	0	0	0	9	1
5	0	0	0	7	8
6	8	2	10	5	4
7	8	5	13	10	4
8	9	1	10	9	2
9	9	6	15	10	6
10	10	2	12	7	8
11	13	9	22	8	5
12	13	1	14	5	7
13	14	2	16	8	8
14	14	9	23	7	4
15	14	3	17	6	5
16	15	4	19	6	6
17	15	2	17	10	7
18	16	6	22	7	7
19	16	5	21	9	2
20	16	2	18	5	4
21	17	5	22	6	5
22	17	9	26	5	4
23	19	5	24	8	8
24	21	7	28	10	1
25	22	2	24	7	7
26	22	1	23	9	3
27	22	10	32	6	7
28	23	10	33	7	8
29	23	10	33	8	2
30	23	2	25	9	1
31	23	6	29	8	3
32	23	10	33	9	2
33	24	8	32	6	6
34	24	4	28	8	3
35	24	2	26	9	2
36	25	1	26	9	4
37	26	7	33	10	5
38	26	2	28	7	7
39	26	3	29	9	1
40	28	2	30	7	1
41	28	3	31	8	5
42	29	7	36	5	6
43	29	10	39	10	8
44	29	10	39	8	4
45	33	10	43	7	8
46	33	3	36	8	2
47	33	7	40	8	6
48	33	10	43	10	6
49	36	9	45	9	1
50	36	9	45	9	3
51	36	3	39	7	2
52	39	3	42	10	7
53	39	9	48	7	8
54	40	9	49	10	2
55	40	2	42	7	4
56	42	3	45	7	3
57	45	2	47	9	5
58	47	9	56	9	2
59	48	8	56	5	8
60	49	2	51	9	7
