作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	7	4
2	0	8	8	9	5
3	0	0	0	9	8
4	0	0	0	6	5
5	8	8	16	9	2
6	8	8	16	9	2
7	8	6	14	8	8
8	14	9	23	8	5
9	16	8	24	5	7
10	16	7	23	8	6
11	23	7	30	10	8
12	23	1	24	6	6
13	24	10	34	6	4
14	24	8	32	6	8
15	30	7	37	7	4
16	32	3	35	9	6
17	32	1	33	5	2
18	34	1	35	7	8
19	35	10	45	8	1
20	37	3	40	9	8
21	37	5	42	9	6
22	40	6	46	7	6
23	42	9	51	5	7
24	45	1	46	8	5
25	46	8	54	7	5
26	46	1	47	5	8
27	47	2	49	7	7
28	49	7	56	8	3
29	51	6	57	7	6
30	54	7	61	9	3
31	56	4	60	7	6
32	60	10	70	9	7
33	61	10	71	7	1
34	61	8	69	10	4
35	69	5	74	6	6
36	69	10	79	5	4
37	70	10	80	10	2
38	71	5	76	5	7
39	79	10	89	6	2
40	79	5	84	7	4
41	80	9	89	7	6
42	89	5	94	10	6
43	89	4	93	8	5
44	89	7	96	9	8
45	93	7	100	7	7
46	94	3	97	9	5
47	96	5	101	6	3
48	100	9	109	6	1
49	100	2	102	5	8
50	100	4	104	7	4
51	101	4	105	8	6
52	102	4	106	7	7
53	104	10	114	9	1
54	105	4	109	10	7
55	106	5	111	5	5
56	109	2	111	7	3
57	109	5	114	10	8
58	111	7	118	6	8
59	114	8	122	10	7
60	114	3	117	7	2
