作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	9	1
2	0	7	7	9	6
3	0	8	8	7	5
4	0	0	0	7	8
5	0	0	0	5	1
6	6	2	8	10	5
7	7	6	13	5	8
8	7	4	11	10	6
9	7	7	14	9	7
10	8	1	9	7	4
11	8	7	15	5	7
12	8	7	15	7	3
13	11	5	16	8	1
14	11	6	17	9	5
15	14	10	24	7	1
16	14	7	21	6	5
17	14	10	24	8	5
18	15	3	18	6	8
19	17	3	20	6	1
20	17	9	26	8	3
21	24	9	33	9	4
22	24	4	28	5	5
23	24	8	32	5	7
24	24	4	28	5	3
25	26	9	35	10	6
26	28	4	32	6	1
27	28	1	29	6	7
28	29	10	39	5	8
29	29	4	33	6	3
30	32	5	37	5	6
31	32	4	36	6	7
32	33	9	42	9	3
33	35	8	43	6	5
34	35	4	39	6	3
35	36	7	43	7	1
36	36	6	42	8	7
37	37	6	43	9	4
38	42	3	45	5	8
39	42	2	44	6	4
40	43	8	51	5	6
41	43	3	46	8	3
42	43	6	49	5	1
43	44	3	47	6	3
44	44	3	47	6	5
45	45	8	53	10	6
46	45	5	50	9	8
47	46	5	51	6	5
48	46	7	53	6	7
49	47	4	51	10	4
50	50	10	60	8	5
51	51	4	55	5	6
52	51	10	61	6	8
53	53	9	62	7	1
54	53	1	54	5	8
55	53	3	56	10	3
56	56	7	63	5	5
57	61	8	69	8	6
58	61	4	65	6	7
59	62	9	71	5	2
60	63	8	71	6	3
