作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	7	5
2	0	10	10	7	4
3	0	5	5	5	1
4	0	0	0	9	6
5	0	0	0	10	3
6	7	6	13	10	7
7	7	2	9	8	2
8	9	3	12	7	8
9	9	9	18	5	6
10	10	1	11	5	4
11	10	6	16	8	4
12	10	7	17	10	8
13	11	3	14	9	6
14	11	4	15	7	6
15	12	8	20	10	4
16	12	7	19	6	5
17	13	2	15	6	8
18	13	3	16	8	2
19	15	3	18	6	4
20	16	8	24	5	5
21	17	2	19	7	8
22	18	9	27	10	3
23	18	2	20	10	8
24	19	7	26	8	4
25	19	8	27	6	7
26	20	7	27	7	5
27	20	5	25	7	7
28	20	1	21	5	7
29	21	2	23	7	4
30	23	4	27	6	7
31	23	6	29	6	4
32	24	9	33	7	4
33	25	9	34	8	4
34	26	6	32	10	1
35	26	9	35	7	4
36	26	2	28	7	8
37	27	3	30	6	5
38	27	4	31	5	1
39	28	8	36	5	2
40	29	7	36	9	1
41	29	7	36	5	3
42	30	6	36	5	4
43	31	6	37	5	3
44	31	2	33	7	5
45	33	3	36	6	4
46	34	10	44	5	2
47	35	8	43	6	4
48	36	8	44	9	6
49	36	9	45	10	8
50	36	10	46	7	4
51	36	10	46	7	8
52	43	9	52	7	2
53	43	5	48	5	4
54	44	2	46	7	7
55	45	8	53	9	3
56	46	2	48	7	7
57	48	6	54	5	3
58	52	6	58	7	8
59	54	4	58	6	7
60	54	10	64	7	1
