作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	2	2	7	5
2	0	5	5	10	2
3	0	5	5	9	2
4	0	0	0	7	6
5	0	0	0	9	5
6	2	1	3	7	5
7	2	8	10	10	5
8	3	6	9	10	7
9	5	8	13	10	5
10	5	7	12	10	7
11	5	2	7	7	3
12	5	9	14	8	5
13	5	10	15	6	5
14	7	8	15	7	6
15	9	10	19	8	7
16	10	4	14	10	1
17	12	7	19	10	2
18	13	8	21	7	8
19	13	2	15	10	5
20	14	4	18	6	3
21	15	6	21	8	1
22	15	10	25	10	5
23	15	5	20	6	5
24	15	10	25	6	6
25	15	8	23	10	2
26	18	1	19	8	2
27	19	5	24	6	7
28	20	10	30	5	4
29	23	3	26	8	8
30	23	5	28	10	4
31	24	7	31	6	1
32	25	7	32	10	5
33	26	1	27	8	7
34	26	8	34	8	2
35	28	1	29	7	1
36	28	9	37	9	3
37	29	9	38	8	6
38	30	9	39	9	7
39	30	9	39	8	7
40	31	1	32	6	1
41	34	2	36	7	6
42	37	2	39	10	2
43	37	3	40	8	4
44	37	1	38	10	2
45	38	3	41	9	5
46	39	2	41	10	4
47	40	8	48	7	5
48	41	9	50	10	2
49	41	10	51	9	1
50	48	1	49	10	2
51	50	2	52	5	1
52	50	7	57	9	2
53	51	5	56	8	5
54	52	9	61	6	7
55	56	5	61	9	3
56	57	1	58	7	3
57	57	1	58	5	5
58	58	7	65	8	2
59	61	2	63	8	8
60	63	10	73	6	4
