作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	9	3
2	0	4	4	10	5
3	0	4	4	6	3
4	0	0	0	10	4
5	0	0	0	7	1
6	4	10	14	10	4
7	4	7	11	8	8
8	4	1	5	8	8
9	4	1	5	6	4
10	4	2	6	9	1
11	5	6	11	6	6
12	5	8	13	5	5
13	5	8	13	6	5
14	5	2	7	9	6
15	5	6	11	5	4
16	6	6	12	9	3
17	7	3	10	6	8
18	7	6	13	6	2
19	11	2	13	5	3
20	11	5	16	8	8
21	11	8	19	10	7
22	11	4	15	8	6
23	11	9	20	8	8
24	12	7	19	6	1
25	13	8	21	5	3
26	13	2	15	6	8
27	13	2	15	7	1
28	13	6	19	5	5
29	15	6	21	7	2
30	15	4	19	5	4
31	15	3	18	9	4
32	16	10	26	10	4
33	19	3	22	8	1
34	19	3	22	8	8
35	19	3	22	9	4
36	20	5	25	6	3
37	20	5	25	7	4
38	21	8	29	9	8
39	21	9	30	10	4
40	22	8	30	5	2
41	22	8	30	7	3
42	22	5	27	6	4
43	25	10	35	5	2
44	25	3	28	8	6
45	27	2	29	5	6
46	28	5	33	5	1
47	29	9	38	9	6
48	30	4	34	5	1
49	30	10	40	9	4
50	33	3	36	7	5
51	33	7	40	7	5
52	34	9	43	7	7
53	36	6	42	8	7
54	36	2	38	8	7
55	38	9	47	9	4
56	38	2	40	5	6
57	40	3	43	6	2
58	40	5	45	10	7
59	43	6	49	5	3
60	45	4	49	5	6
