作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	5	3
2	0	0	0	9	6
3	0	0	0	7	5
4	6	8	14	6	6
5	6	8	14	9	3
6	6	3	9	8	8
7	14	9	23	9	4
8	14	10	24	8	8
9	14	9	23	10	6
10	23	4	27	8	7
11	23	5	28	8	1
12	24	9	33	8	2
13	24	9	33	7	4
14	24	3	27	9	1
15	24	5	29	10	2
16	27	3	30	8	2
17	27	2	29	5	2
18	27	6	33	10	1
19	27	6	33	10	5
20	27	2	29	9	8
21	29	5	34	10	2
22	33	9	42	5	7
23	33	6	39	9	7
24	33	6	39	10	2
25	33	9	42	10	5
26	33	3	36	8	5
27	33	2	35	7	1
28	33	7	40	9	7
29	34	7	41	5	7
30	35	5	40	5	4
31	35	9	44	10	3
32	36	3	39	7	1
33	39	1	40	7	6
34	40	4	44	7	3
35	40	10	50	5	6
36	40	6	46	9	1
37	41	9	50	5	1
38	42	10	52	5	4
39	44	6	50	6	7
40	44	8	52	9	7
41	44	4	48	6	3
42	46	9	55	7	2
43	48	2	50	8	3
44	50	3	53	9	5
45	50	1	51	7	2
46	50	7	57	7	2
47	52	8	60	9	5
48	52	5	57	6	4
49	52	9	61	7	7
50	55	6	61	7	3
51	57	3	60	9	3
52	60	3	63	7	2
53	60	3	63	10	7
54	61	7	68	10	5
55	61	5	66	9	1
56	63	8	71	8	7
57	68	10	78	8	2
58	68	3	71	5	7
59	71	4	75	9	6
60	75	8	83	5	1
