作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	1	1	10	1
2	0	7	7	9	6
3	0	9	9	9	2
4	0	0	0	5	7
5	0	0	0	10	5
6	1	9	10	8	7
7	7	4	11	8	3
8	7	5	12	9	7
9	9	1	10	9	1
10	9	3	12	6	3
11	10	9	19	5	8
12	10	3	13	5	6
13	11	1	12	5	3
14	12	5	17	7	8
15	12	1	13	9	6
16	12	4	16	8	6
17	12	9	21	5	4
18	12	7	19	7	6
19	13	7	20	10	5
20	13	8	21	10	2
21	13	9	22	5	7
22	13	4	17	5	7
23	17	7	24	10	1
24	17	2	19	10	6
25	17	8	25	7	8
26	17	4	21	5	2
27	19	4	23	5	5
28	19	4	23	5	5
29	19	6	25	9	3
30	21	9	30	5	4
31	21	3	24	7	8
32	21	4	25	9	4
33	21	3	24	6	3
34	21	5	26	6	2
35	23	2	25	7	7
36	24	7	31	6	2
37	24	7	31	7	5
38	25	1	26	10	4
39	25	10	35	8	2
40	25	9	34	7	8
41	25	3	28	10	3
42	26	5	31	6	4
43	26	6	32	9	5
44	30	2	32	7	1
45	31	8	39	8	5
46	31	6	37	9	1
47	32	9	41	5	4
48	34	7	41	7	1
49	35	6	41	5	5
50	37	10	47	9	8
51	39	8	47	7	6
52	41	8	49	7	1
53	41	3	44	10	3
54	47	7	54	6	4
55	54	6	60	9	5
56	60	10	70	9	7
57	60	9	69	5	7
58	60	5	65	10	7
59	65	9	74	6	8
60	70	7	77	8	2
