作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	4	4	7	5
2	0	7	7	6	1
3	0	2	2	10	2
4	0	0	0	7	6
5	0	0	0	8	2
6	2	10	12	8	6
7	4	8	12	7	2
8	4	9	13	6	5
9	4	2	6	6	4
10	7	10	17	8	5
11	7	10	17	10	6
12	13	7	20	7	8
13	17	6	23	5	6
14	17	5	22	8	5
15	17	7	24	9	5
16	20	6	26	7	3
17	23	5	28	5	4
18	23	7	30	6	3
19	23	10	33	9	1
20	24	10	34	10	6
21	24	9	33	7	5
22	24	4	28	7	6
23	28	10	38	5	1
24	30	7	37	6	6
25	33	8	41	8	3
26	33	2	35	6	5
27	33	1	34	8	5
28	33	6	39	8	4
29	34	6	40	8	5
30	38	9	47	5	5
31	39	9	48	5	3
32	39	9	48	7	7
33	40	2	42	7	3
34	41	2	43	5	3
35	43	5	48	6	1
36	43	6	49	9	2
37	47	8	55	9	5
38	47	6	53	6	1
39	48	4	52	8	2
40	48	6	54	8	4
41	48	7	55	6	3
42	49	6	55	10	3
43	52	10	62	10	2
44	53	7	60	10	7
45	53	3	56	9	6
46	53	4	57	7	7
47	55	8	63	8	2
48	55	10	65	7	4
49	57	2	59	6	4
50	60	6	66	9	1
51	60	10	70	8	7
52	65	8	73	5	2
53	66	10	76	10	4
54	70	2	72	9	7
55	70	10	80	5	4
56	73	2	75	10	3
57	75	7	82	10	2
58	76	1	77	5	7
59	80	10	90	10	6
60	82	1	83	6	2
