作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	8	3
2	0	6	6	6	2
3	0	7	7	8	2
4	0	0	0	8	6
5	0	0	0	5	2
6	6	2	8	7	5
7	8	3	11	10	3
8	8	4	12	5	2
9	8	5	13	5	2
10	11	8	19	7	3
11	11	7	18	6	7
12	11	7	18	7	5
13	13	7	20	7	6
14	18	9	27	8	6
15	18	5	23	5	5
16	18	4	22	5	3
17	20	4	24	9	5
18	22	7	29	8	2
19	23	6	29	6	8
20	27	5	32	8	5
21	29	3	32	6	1
22	29	3	32	6	2
23	29	8	37	6	3
24	32	8	40	10	7
25	32	5	37	7	6
26	32	10	42	9	5
27	37	5	42	6	4
28	37	5	42	5	2
29	37	6	43	10	1
30	42	9	51	9	6
31	42	1	43	6	7
32	42	2	44	5	8
33	42	4	46	7	6
34	42	6	48	8	8
35	44	6	50	8	7
36	44	3	47	5	1
37	47	2	49	9	4
38	48	8	56	8	4
39	49	8	57	6	1
40	51	1	52	7	1
41	52	6	58	9	5
42	56	1	57	5	7
43	57	3	60	8	5
44	57	4	61	6	6
45	58	7	65	5	5
46	60	4	64	5	4
47	61	2	63	9	4
48	64	4	68	10	6
49	65	2	67	5	3
50	65	7	72	10	5
51	65	6	71	6	3
52	68	7	75	5	2
53	68	2	70	8	3
54	70	10	80	8	2
55	70	5	75	8	7
56	72	1	73	9	8
57	73	2	75	6	7
58	75	5	80	5	2
59	75	6	81	9	3
60	81	3	84	5	5
