作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	10	8
2	0	7	7	8	4
3	0	4	4	6	5
4	0	0	0	5	2
5	0	0	0	10	7
6	4	2	6	8	5
7	5	8	13	7	8
8	5	8	13	5	3
9	7	6	13	7	5
10	7	8	15	9	8
11	13	10	23	10	4
12	13	9	22	7	7
13	13	2	15	8	4
14	13	6	19	8	3
15	15	4	19	9	3
16	15	9	24	10	8
17	15	3	18	9	5
18	18	1	19	10	6
19	19	3	22	7	2
20	19	4	23	5	8
21	19	9	28	10	2
22	19	7	26	8	4
23	19	10	29	9	8
24	22	4	26	8	3
25	23	3	26	10	1
26	23	3	26	7	3
27	23	4	27	10	1
28	24	6	30	10	1
29	24	6	30	5	1
30	26	2	28	5	2
31	26	5	31	8	8
32	27	2	29	10	6
33	27	7	34	8	8
34	28	7	35	6	1
35	28	7	35	7	7
36	29	5	34	5	7
37	29	4	33	10	4
38	29	5	34	8	5
39	30	5	35	6	5
40	31	7	38	8	5
41	34	10	44	9	2
42	34	3	37	7	5
43	34	10	44	8	5
44	35	10	45	9	7
45	35	4	39	9	7
46	38	9	47	5	7
47	44	1	45	10	2
48	44	5	49	8	1
49	44	9	53	7	2
50	45	4	49	6	5
51	45	6	51	5	7
52	49	10	59	8	7
53	51	6	57	6	2
54	53	4	57	5	8
55	53	9	62	8	3
56	57	8	65	9	4
57	57	4	61	8	5
58	61	2	63	5	8
59	62	8	70	7	1
60	63	3	66	7	4
