作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	9	6
2	0	9	9	9	3
3	0	10	10	6	7
4	0	0	0	7	5
5	0	0	0	9	7
6	8	7	15	10	7
7	8	4	12	6	6
8	8	8	16	9	7
9	9	6	15	9	2
10	9	6	15	5	1
11	10	4	14	10	2
12	10	10	20	5	1
13	15	4	19	8	8
14	15	3	18	7	2
15	15	8	23	8	1
16	15	5	20	8	2
17	15	3	18	10	3
18	16	7	23	5	4
19	16	2	18	7	5
20	18	3	21	9	2
21	18	4	22	10	7
22	18	8	26	9	5
23	18	4	22	8	2
24	20	3	23	5	3
25	22	3	25	8	2
26	22	3	25	6	7
27	22	9	31	10	6
28	23	2	25	9	8
29	23	2	25	6	6
30	23	7	30	6	8
31	23	7	30	5	1
32	23	4	27	6	4
33	23	5	28	5	5
34	25	3	28	9	5
35	25	7	32	9	7
36	25	3	28	9	3
37	26	8	34	6	5
38	26	10	36	6	3
39	28	1	29	7	3
40	28	8	36	6	7
41	30	3	33	6	2
42	33	9	42	7	2
43	33	6	39	10	7
44	34	10	44	7	8
45	36	3	39	9	8
46	39	3	42	6	3
47	42	10	52	10	5
48	42	10	52	9	6
49	42	8	50	6	5
50	42	1	43	5	2
51	42	10	52	8	2
52	43	1	44	7	2
53	44	4	48	5	3
54	48	6	54	7	6
55	50	2	52	9	6
56	52	2	54	7	4
57	52	3	55	8	4
58	54	9	63	10	1
59	55	3	58	10	7
60	63	6	69	9	4
