作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	10	1
2	0	2	2	5	5
3	0	3	3	5	2
4	0	0	0	5	6
5	0	0	0	8	8
6	2	1	3	10	5
7	2	9	11	6	8
8	3	4	7	8	8
9	3	7	10	7	4
10	3	3	6	9	7
11	3	10	13	5	4
12	6	6	12	9	7
13	6	4	10	5	7
14	8	4	12	10	1
15	11	10	21	7	1
16	11	2	13	10	1
17	13	10	23	7	1
18	13	9	22	7	4
19	13	5	18	6	1
20	13	9	22	8	8
21	13	7	20	5	4
22	18	6	24	8	8
23	20	6	26	9	7
24	20	4	24	9	5
25	20	4	24	10	6
26	22	2	24	10	5
27	22	9	31	9	1
28	24	6	30	10	8
29	24	7	31	10	1
30	24	4	28	5	4
31	24	2	26	9	8
32	24	2	26	8	8
33	26	8	34	8	5
34	26	10	36	8	7
35	28	3	31	8	7
36	28	5	33	6	4
37	30	8	38	6	4
38	31	9	40	7	3
39	31	4	35	6	2
40	31	9	40	5	8
41	33	9	42	7	5
42	34	10	44	6	2
43	38	8	46	5	8
44	40	4	44	6	7
45	40	2	42	8	4
46	40	3	43	5	3
47	40	4	44	10	7
48	43	3	46	9	6
49	44	10	54	7	1
50	44	9	53	5	1
51	44	2	46	10	8
52	46	7	53	5	8
53	46	10	56	7	4
54	46	6	52	10	4
55	53	6	59	7	4
56	53	7	60	10	6
57	56	5	61	7	8
58	56	6	62	8	5
59	60	10	70	9	4
60	62	10	72	7	5
