作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	10	2
2	0	1	1	9	2
3	0	5	5	7	5
4	0	0	0	5	4
5	0	0	0	8	4
6	1	10	11	9	2
7	1	7	8	7	3
8	1	7	8	9	6
9	5	7	12	7	2
10	5	5	10	5	6
11	5	8	13	7	7
12	5	10	15	6	6
13	8	3	11	8	4
14	8	10	18	8	4
15	8	5	13	10	3
16	10	9	19	10	8
17	12	1	13	8	5
18	13	3	16	8	3
19	13	3	16	8	3
20	13	7	20	7	4
21	13	10	23	8	3
22	15	10	25	6	7
23	15	5	20	6	7
24	15	6	21	7	1
25	16	6	22	6	7
26	18	2	20	9	2
27	20	3	23	5	1
28	20	4	24	9	2
29	21	6	27	10	2
30	21	9	30	10	3
31	22	9	31	10	8
32	23	2	25	8	6
33	23	9	32	6	5
34	23	3	26	9	2
35	24	9	33	5	1
36	26	7	33	8	3
37	26	9	35	7	1
38	26	10	36	6	7
39	27	4	31	8	5
40	30	7	37	6	4
41	30	3	33	5	5
42	30	9	39	10	6
43	32	4	36	6	6
44	33	9	42	7	7
45	33	8	41	8	4
46	35	8	43	7	4
47	36	5	41	7	3
48	36	2	38	7	4
49	37	3	40	6	8
50	39	1	40	8	5
51	41	10	51	7	1
52	41	5	46	9	3
53	41	8	49	8	8
54	46	4	50	9	6
55	49	8	57	10	3
56	50	5	55	9	2
57	50	9	59	5	4
58	51	4	55	10	4
59	55	6	61	9	2
60	57	1	58	7	8
