作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	8	8
2	0	7	7	7	8
3	0	8	8	10	4
4	0	0	0	5	5
5	0	0	0	5	2
6	7	4	11	6	7
7	7	7	14	8	7
8	7	10	17	5	4
9	8	2	10	6	4
10	8	10	18	5	1
11	10	7	17	7	1
12	10	6	16	10	6
13	11	1	12	9	6
14	16	1	17	8	5
15	17	5	22	5	5
16	17	4	21	6	7
17	17	8	25	7	3
18	18	6	24	5	7
19	18	2	20	9	5
20	20	6	26	10	6
21	20	6	26	8	3
22	20	3	23	7	1
23	23	3	26	10	2
24	23	7	30	7	4
25	24	1	25	8	7
26	25	7	32	9	1
27	25	6	31	8	4
28	25	6	31	8	5
29	25	10	35	10	8
30	26	10	36	8	7
31	30	10	40	10	4
32	31	3	34	5	5
33	31	9	40	8	2
34	32	3	35	6	8
35	34	8	42	7	6
36	35	4	39	9	5
37	35	5	40	5	5
38	36	9	45	8	7
39	36	4	40	6	3
40	39	8	47	10	6
41	39	3	42	5	3
42	40	5	45	10	7
43	40	10	50	5	1
44	40	5	45	9	6
45	42	10	52	6	7
46	42	7	49	8	2
47	45	3	48	5	8
48	45	10	55	6	4
49	45	1	46	5	8
50	49	1	50	8	2
51	50	9	59	5	8
52	59	1	60	7	6
53	60	5	65	6	1
54	60	4	64	7	2
55	64	5	69	10	7
56	65	6	71	9	3
57	65	6	71	10	3
58	69	5	74	7	3
59	71	6	77	9	2
60	71	1	72	5	1
