作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	7	5
2	0	8	8	10	2
3	0	6	6	8	8
4	0	0	0	7	2
5	0	0	0	9	3
6	5	7	12	8	2
7	6	10	16	6	6
8	6	9	15	9	1
9	6	1	7	7	6
10	7	6	13	10	3
11	8	7	15	8	5
12	8	9	17	9	3
13	8	1	9	6	2
14	9	2	11	9	1
15	11	5	16	8	7
16	12	2	14	10	2
17	12	6	18	9	8
18	14	5	19	5	5
19	15	8	23	9	6
20	15	3	18	6	8
21	16	9	25	8	1
22	16	5	21	5	1
23	17	5	22	7	1
24	18	10	28	5	1
25	18	7	25	5	1
26	19	9	28	5	1
27	19	10	29	5	2
28	19	8	27	10	8
29	22	8	30	7	2
30	22	3	25	9	6
31	22	6	28	7	4
32	25	10	35	9	6
33	25	9	34	6	4
34	25	8	33	10	5
35	25	3	28	10	6
36	27	8	35	9	1
37	28	1	29	5	4
38	28	10	38	5	8
39	28	3	31	6	5
40	28	5	33	9	6
41	28	7	35	10	2
42	29	7	36	8	6
43	31	5	36	5	5
44	35	9	44	10	6
45	35	8	43	8	7
46	36	7	43	6	8
47	36	4	40	6	2
48	38	3	41	8	7
49	38	5	43	6	7
50	38	8	46	9	6
51	40	9	49	5	7
52	41	10	51	5	4
53	43	2	45	6	1
54	44	9	53	6	5
55	45	5	50	10	2
56	46	5	51	10	4
57	49	1	50	10	6
58	51	8	59	8	5
59	51	7	58	5	6
60	53	3	56	6	2
