作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	6	5
2	0	4	4	9	2
3	0	5	5	9	8
4	0	0	0	8	6
5	0	0	0	6	3
6	4	3	7	5	7
7	4	4	8	10	5
8	5	7	12	5	5
9	6	3	9	10	8
10	7	2	9	5	8
11	8	4	12	5	4
12	8	8	16	5	4
13	8	6	14	5	5
14	9	2	11	9	8
15	9	3	12	9	3
16	12	4	16	10	8
17	12	3	15	10	1
18	12	9	21	7	8
19	12	5	17	8	3
20	14	8	22	8	5
21	14	5	19	8	4
22	14	7	21	10	1
23	16	3	19	6	1
24	16	9	25	7	2
25	16	2	18	9	1
26	18	1	19	5	3
27	19	9	28	9	4
28	19	5	24	7	7
29	19	10	29	6	7
30	21	8	29	10	1
31	21	1	22	10	8
32	22	10	32	8	2
33	22	10	32	10	3
34	22	1	23	9	8
35	25	6	31	5	8
36	25	5	30	7	6
37	29	4	33	7	4
38	29	8	37	10	5
39	29	9	38	8	1
40	29	5	34	7	8
41	29	3	32	7	7
42	30	9	39	8	6
43	32	9	41	9	4
44	32	10	42	6	4
45	32	6	38	8	1
46	33	6	39	6	5
47	34	8	42	8	4
48	37	4	41	8	6
49	38	1	39	8	3
50	39	4	43	5	6
51	39	9	48	8	3
52	39	4	43	10	4
53	42	8	50	5	1
54	48	2	50	5	6
55	50	3	53	10	2
56	50	5	55	6	3
57	50	4	54	9	2
58	53	4	57	7	2
59	54	3	57	8	2
60	55	10	65	7	2
