作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	8	3
2	0	5	5	9	2
3	0	5	5	5	2
4	0	0	0	10	8
5	0	0	0	9	8
6	5	5	10	9	2
7	5	5	10	5	4
8	5	3	8	5	3
9	5	5	10	5	1
10	5	2	7	10	8
11	7	6	13	7	3
12	8	8	16	5	6
13	8	10	18	7	4
14	10	9	19	9	3
15	10	4	14	5	7
16	10	10	20	6	2
17	10	4	14	5	8
18	10	8	18	5	8
19	10	9	19	7	5
20	14	4	18	5	2
21	18	7	25	6	3
22	18	7	25	5	6
23	19	4	23	7	7
24	19	4	23	8	1
25	19	4	23	10	6
26	20	8	28	7	7
27	20	4	24	5	5
28	23	7	30	9	6
29	23	1	24	6	7
30	23	2	25	10	3
31	23	7	30	6	7
32	23	6	29	9	1
33	25	10	35	5	5
34	25	8	33	6	7
35	28	7	35	5	1
36	28	9	37	9	4
37	28	5	33	10	8
38	30	4	34	5	5
39	30	1	31	8	7
40	30	2	32	5	2
41	31	6	37	9	3
42	32	4	36	10	1
43	33	10	43	10	3
44	34	4	38	10	6
45	35	9	44	6	4
46	35	8	43	7	3
47	36	8	44	6	1
48	37	10	47	5	2
49	38	8	46	10	2
50	38	10	48	9	5
51	43	2	45	10	5
52	44	7	51	8	5
53	44	1	45	5	4
54	45	9	54	8	4
55	46	5	51	8	4
56	48	3	51	5	8
57	51	7	58	6	8
58	51	2	53	5	5
59	51	5	56	6	2
60	53	7	60	9	4
