作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	5	8
2	0	9	9	7	4
3	0	1	1	10	6
4	0	0	0	6	4
5	0	0	0	10	3
6	1	1	2	8	2
7	2	10	12	7	5
8	2	4	6	9	5
9	5	10	15	6	2
10	6	10	16	7	6
11	9	9	18	5	3
12	9	8	17	5	8
13	15	4	19	6	5
14	17	5	22	8	1
15	19	3	22	8	3
16	19	7	26	10	6
17	19	6	25	8	1
18	22	10	32	7	8
19	22	3	25	9	8
20	22	9	31	5	6
21	22	10	32	6	2
22	25	5	30	10	2
23	25	1	26	6	8
24	26	7	33	10	4
25	26	1	27	7	6
26	27	6	33	7	4
27	31	2	33	7	2
28	32	8	40	10	3
29	32	8	40	7	2
30	32	3	35	7	7
31	33	2	35	10	7
32	33	7	40	9	7
33	33	4	37	6	2
34	33	4	37	10	4
35	35	5	40	5	4
36	35	2	37	7	7
37	37	9	46	8	4
38	37	2	39	5	3
39	37	9	46	5	8
40	37	1	38	7	1
41	38	9	47	6	7
42	40	3	43	10	8
43	40	1	41	6	2
44	40	5	45	9	6
45	41	4	45	5	3
46	45	2	47	7	3
47	45	8	53	6	1
48	46	8	54	7	3
49	46	4	50	7	4
50	46	7	53	8	6
51	47	9	56	7	7
52	47	10	57	8	4
53	47	10	57	10	5
54	53	9	62	8	8
55	54	4	58	6	2
56	57	6	63	5	8
57	57	10	67	7	3
58	63	3	66	8	5
59	67	2	69	10	8
60	69	6	75	10	5
