作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	3	3	9	5
2	0	1	1	5	7
3	0	3	3	5	8
4	0	0	0	7	2
5	0	0	0	6	8
6	1	5	6	6	1
7	1	8	9	5	5
8	3	1	4	7	8
9	3	10	13	6	7
10	3	2	5	6	3
11	3	10	13	6	4
12	3	8	11	10	7
13	4	3	7	7	5
14	6	10	16	7	7
15	11	6	17	5	3
16	11	8	19	5	2
17	11	10	21	10	7
18	13	2	15	5	5
19	16	5	21	5	1
20	16	4	20	9	3
21	17	4	21	6	4
22	19	9	28	5	2
23	20	4	24	8	5
24	20	10	30	10	3
25	21	9	30	8	2
26	21	6	27	5	1
27	21	6	27	8	7
28	27	6	33	6	6
29	27	8	35	10	1
30	28	1	29	8	4
31	28	5	33	8	2
32	28	5	33	9	2
33	30	10	40	10	1
34	30	7	37	8	5
35	30	1	31	10	5
36	31	1	32	9	4
37	31	5	36	7	8
38	33	8	41	6	8
39	35	5	40	9	8
40	36	1	37	10	4
41	36	8	44	10	1
42	37	8	45	8	3
43	37	7	44	6	2
44	40	3	43	5	3
45	41	9	50	7	1
46	44	4	48	5	1
47	44	8	52	9	6
48	44	10	54	9	6
49	48	4	52	7	1
50	50	1	51	8	1
51	50	1	51	8	2
52	51	2	53	6	3
53	52	2	54	6	2
54	53	2	55	6	1
55	54	4	58	8	6
56	54	5	59	6	3
57	58	2	60	8	5
58	59	1	60	6	5
59	59	2	61	8	3
60	60	1	61	10	6
