作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	9	5
2	0	4	4	9	5
3	0	5	5	9	5
4	0	0	0	7	8
5	0	0	0	10	4
6	4	6	10	5	2
7	4	2	6	8	3
8	4	2	6	10	1
9	5	5	10	10	5
10	5	7	12	7	8
11	5	1	6	9	1
12	6	2	8	9	4
13	6	7	13	6	6
14	6	10	16	8	4
15	6	2	8	5	1
16	6	3	9	5	5
17	6	6	12	5	7
18	8	5	13	8	6
19	9	4	13	7	6
20	10	8	18	6	5
21	10	3	13	7	1
22	10	5	15	10	8
23	12	6	18	7	4
24	12	6	18	6	3
25	12	7	19	7	3
26	12	6	18	5	2
27	13	8	21	10	3
28	13	2	15	9	5
29	13	3	16	9	3
30	13	6	19	6	2
31	13	8	21	6	2
32	13	9	22	7	3
33	15	10	25	5	3
34	15	4	19	6	3
35	15	9	24	7	7
36	15	9	24	6	1
37	16	6	22	9	4
38	16	9	25	8	3
39	18	4	22	7	7
40	18	2	20	6	3
41	18	4	22	6	8
42	19	7	26	9	3
43	19	8	27	8	7
44	19	2	21	10	6
45	21	5	26	9	4
46	22	8	30	5	3
47	24	8	32	6	2
48	24	6	30	9	8
49	25	3	28	8	1
50	25	3	28	7	5
51	25	8	33	5	2
52	26	6	32	9	3
53	27	9	36	10	2
54	30	2	32	8	5
55	30	7	37	5	6
56	32	5	37	9	1
57	33	10	43	10	4
58	37	1	38	5	4
59	37	5	42	8	8
60	42	2	44	9	4
