作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	8	8
2	0	2	2	10	2
3	0	8	8	9	7
4	0	0	0	6	3
5	0	0	0	9	8
6	2	4	6	10	8
7	2	10	12	9	4
8	2	5	7	9	5
9	6	6	12	5	8
10	6	6	12	9	5
11	6	5	11	9	2
12	6	3	9	6	4
13	7	9	16	10	7
14	8	10	18	8	6
15	8	3	11	9	3
16	8	5	13	5	4
17	11	5	16	10	3
18	11	1	12	5	5
19	11	8	19	10	6
20	12	7	19	9	1
21	12	6	18	7	1
22	12	7	19	9	2
23	12	10	22	10	4
24	13	10	23	6	2
25	13	8	21	8	1
26	16	7	23	6	4
27	18	6	24	8	8
28	18	4	22	6	8
29	18	9	27	5	2
30	19	6	25	10	1
31	19	9	28	9	1
32	19	4	23	6	8
33	21	9	30	10	3
34	22	8	30	7	5
35	22	8	30	8	2
36	23	9	32	5	1
37	25	3	28	9	8
38	27	10	37	9	6
39	27	2	29	9	5
40	28	5	33	9	7
41	28	10	38	7	6
42	30	8	38	9	5
43	30	6	36	5	3
44	30	8	38	9	2
45	32	7	39	6	1
46	33	5	38	9	7
47	36	3	39	5	7
48	37	5	42	6	6
49	38	5	43	10	5
50	38	6	44	8	4
51	38	1	39	9	4
52	39	4	43	8	1
53	42	6	48	6	4
54	44	8	52	6	3
55	48	5	53	6	7
56	52	10	62	7	7
57	52	9	61	6	2
58	61	6	67	8	3
59	62	1	63	5	2
60	67	9	76	6	7
