作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	5	8
2	0	9	9	5	4
3	0	4	4	6	6
4	0	0	0	8	1
5	0	0	0	5	5
6	4	10	14	10	5
7	4	3	7	10	5
8	7	5	12	10	2
9	7	3	10	8	6
10	7	8	15	5	5
11	8	10	18	5	3
12	8	1	9	7	5
13	8	10	18	5	8
14	9	1	10	9	6
15	9	1	10	9	8
16	9	6	15	7	6
17	10	6	16	10	4
18	10	6	16	7	4
19	10	7	17	9	4
20	12	9	21	8	6
21	14	4	18	5	6
22	15	6	21	8	3
23	15	8	23	9	1
24	15	3	18	9	5
25	17	9	26	9	5
26	17	8	25	6	5
27	18	5	23	8	6
28	18	2	20	10	2
29	20	7	27	5	4
30	20	7	27	8	1
31	21	4	25	7	5
32	21	6	27	9	6
33	21	5	26	5	3
34	23	4	27	8	4
35	23	7	30	10	4
36	25	1	26	10	5
37	26	1	27	10	8
38	26	9	35	6	3
39	27	3	30	10	6
40	27	10	37	6	4
41	27	3	30	10	5
42	27	2	29	5	2
43	27	5	32	7	2
44	27	8	35	9	6
45	30	10	40	8	6
46	32	9	41	7	7
47	35	1	36	5	6
48	35	8	43	7	8
49	35	3	38	8	4
50	37	3	40	10	3
51	38	3	41	10	2
52	38	8	46	8	3
53	40	1	41	9	3
54	40	9	49	9	3
55	41	3	44	5	3
56	43	10	53	8	2
57	44	1	45	9	6
58	46	3	49	8	8
59	49	4	53	8	2
60	49	6	55	10	5
