作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	9	7
2	0	1	1	7	7
3	0	1	1	7	6
4	0	0	0	8	6
5	0	0	0	8	1
6	1	7	8	5	6
7	1	10	11	6	8
8	1	9	10	10	6
9	1	9	10	9	3
10	1	7	8	9	8
11	5	3	8	9	6
12	8	5	13	5	6
13	8	1	9	6	7
14	8	4	12	5	1
15	8	6	14	9	1
16	8	7	15	8	3
17	8	6	14	6	6
18	9	5	14	9	7
19	10	2	12	9	7
20	10	4	14	7	6
21	11	4	15	9	2
22	11	4	15	7	4
23	12	9	21	6	6
24	12	2	14	7	7
25	14	8	22	9	7
26	14	1	15	8	5
27	14	3	17	5	5
28	14	2	16	6	7
29	15	6	21	8	1
30	15	8	23	7	5
31	15	2	17	8	3
32	15	10	25	7	4
33	16	1	17	6	2
34	17	4	21	8	4
35	17	1	18	10	4
36	17	4	21	7	1
37	18	5	23	8	2
38	18	6	24	9	5
39	21	10	31	6	2
40	21	9	30	8	5
41	21	4	25	8	4
42	23	1	24	7	3
43	24	7	31	9	2
44	25	9	34	8	1
45	25	3	28	9	4
46	25	8	33	5	6
47	30	5	35	6	2
48	30	3	33	8	1
49	31	2	33	5	3
50	31	10	41	7	2
51	31	2	33	6	8
52	33	10	43	10	1
53	33	1	34	5	6
54	34	3	37	10	4
55	34	7	41	5	5
56	34	3	37	9	8
57	34	8	42	5	2
58	41	4	45	9	8
59	41	6	47	5	2
60	43	6	49	7	2
