作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	10	4
2	0	8	8	7	5
3	0	9	9	10	2
4	0	0	0	7	7
5	0	0	0	10	6
6	7	6	13	6	5
7	8	10	18	6	7
8	9	8	17	8	8
9	9	2	11	7	6
10	9	4	13	6	2
11	11	1	12	10	5
12	13	6	19	7	2
13	13	6	19	8	6
14	13	10	23	7	6
15	17	1	18	10	6
16	17	5	22	7	6
17	17	5	22	6	5
18	19	2	21	7	8
19	21	6	27	5	8
20	22	5	27	8	2
21	22	8	30	10	8
22	22	8	30	7	4
23	22	4	26	7	8
24	23	1	24	6	1
25	26	9	35	5	7
26	26	8	34	7	2
27	27	10	37	9	2
28	27	3	30	8	8
29	30	3	33	5	6
30	30	9	39	9	7
31	30	4	34	7	2
32	30	10	40	9	6
33	33	7	40	5	2
34	34	5	39	8	7
35	37	6	43	8	3
36	37	2	39	7	5
37	39	8	47	8	2
38	40	2	42	8	4
39	42	3	45	9	4
40	42	2	44	6	4
41	42	10	52	7	5
42	44	8	52	9	6
43	44	3	47	6	6
44	45	10	55	9	3
45	47	8	55	7	3
46	52	10	62	10	6
47	52	4	56	8	3
48	55	10	65	8	4
49	56	2	58	9	2
50	62	10	72	10	2
51	62	5	67	7	5
52	62	8	70	6	8
53	67	8	75	9	4
54	70	7	77	8	2
55	70	1	71	6	4
56	71	5	76	10	1
57	75	5	80	8	5
58	77	3	80	9	2
59	80	10	90	5	6
60	80	8	88	10	1
