作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	8	8
2	0	8	8	10	2
3	0	1	1	10	7
4	0	0	0	9	7
5	0	0	0	9	8
6	1	8	9	5	2
7	5	3	8	7	7
8	5	10	15	10	5
9	8	3	11	10	8
10	8	3	11	5	8
11	8	3	11	10	1
12	8	5	13	6	8
13	11	2	13	7	8
14	11	4	15	8	8
15	11	2	13	10	7
16	11	9	20	5	1
17	11	7	18	8	1
18	11	3	14	5	2
19	14	7	21	5	7
20	14	2	16	7	5
21	15	4	19	6	8
22	15	5	20	5	5
23	15	3	18	7	5
24	18	9	27	5	8
25	18	5	23	9	5
26	18	6	24	9	4
27	20	3	23	5	8
28	20	2	22	5	1
29	20	8	28	5	7
30	20	3	23	7	1
31	20	8	28	6	1
32	20	4	24	10	1
33	21	10	31	5	6
34	23	5	28	5	1
35	23	3	26	7	2
36	24	7	31	10	1
37	26	10	36	8	4
38	27	10	37	9	2
39	27	6	33	9	3
40	28	7	35	8	6
41	28	8	36	10	4
42	31	8	39	10	1
43	31	5	36	6	4
44	31	4	35	10	1
45	33	8	41	5	5
46	33	7	40	9	4
47	35	6	41	5	1
48	36	8	44	9	3
49	37	4	41	8	3
50	37	6	43	7	3
51	39	10	49	10	3
52	40	7	47	5	7
53	40	10	50	8	7
54	41	10	51	7	3
55	41	1	42	7	7
56	43	8	51	10	6
57	50	2	52	7	3
58	51	7	58	6	8
59	52	1	53	5	2
60	53	6	59	7	5
