作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	9	1
2	0	7	7	6	2
3	0	10	10	9	2
4	0	0	0	5	1
5	0	0	0	10	8
6	5	8	13	9	8
7	5	5	10	5	5
8	5	5	10	9	3
9	7	3	10	9	1
10	10	1	11	9	2
11	10	8	18	7	1
12	10	3	13	5	7
13	10	9	19	10	4
14	10	1	11	7	4
15	10	2	12	8	4
16	10	1	11	8	3
17	10	2	12	9	6
18	11	5	16	8	1
19	11	5	16	6	6
20	11	2	13	10	6
21	12	10	22	10	6
22	12	8	20	6	2
23	12	8	20	6	8
24	13	7	20	9	1
25	13	4	17	9	3
26	13	6	19	5	7
27	13	8	21	10	2
28	13	9	22	9	4
29	13	10	23	5	8
30	18	10	28	6	7
31	18	5	23	9	3
32	18	1	19	6	5
33	19	5	24	7	6
34	19	4	23	9	2
35	21	10	31	9	1
36	23	10	33	10	1
37	23	7	30	6	1
38	23	5	28	5	1
39	23	5	28	8	2
40	28	6	34	5	2
41	28	2	30	9	7
42	30	8	38	9	1
43	30	6	36	6	6
44	30	9	39	9	4
45	30	10	40	7	3
46	31	9	40	8	6
47	39	2	41	7	3
48	40	7	47	5	4
49	40	9	49	10	4
50	40	3	43	8	6
51	43	2	45	6	2
52	45	4	49	8	5
53	47	3	50	10	6
54	49	1	50	10	8
55	49	8	57	7	8
56	50	5	55	7	4
57	55	2	57	9	8
58	55	4	59	8	4
59	57	2	59	10	6
60	59	5	64	7	5
