作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	9	9	8	2
2	0	3	3	5	1
3	0	9	9	6	4
4	0	0	0	7	2
5	0	0	0	6	3
6	3	10	13	6	8
7	3	2	5	7	5
8	5	10	15	5	6
9	9	6	15	7	6
10	9	8	17	10	5
11	9	1	10	5	8
12	9	6	15	5	7
13	9	4	13	10	1
14	9	4	13	9	8
15	13	1	14	7	5
16	13	9	22	10	2
17	13	1	14	10	3
18	13	5	18	6	2
19	13	9	22	7	2
20	14	7	21	5	4
21	15	5	20	6	8
22	15	1	16	10	3
23	15	2	17	10	7
24	16	6	22	8	4
25	17	5	22	10	4
26	17	8	25	5	7
27	18	6	24	6	7
28	20	10	30	6	1
29	21	5	26	5	6
30	22	4	26	7	1
31	22	9	31	7	3
32	24	1	25	9	7
33	25	5	30	5	1
34	25	10	35	8	8
35	25	10	35	7	3
36	26	7	33	6	7
37	26	10	36	7	8
38	30	7	37	8	8
39	31	9	40	10	6
40	31	10	41	5	3
41	33	5	38	7	5
42	35	7	42	9	3
43	35	4	39	5	5
44	36	7	43	5	1
45	39	6	45	10	8
46	40	3	43	6	4
47	41	10	51	10	3
48	41	6	47	8	7
49	41	6	47	8	5
50	42	3	45	9	8
51	43	9	52	9	1
52	47	3	50	5	2
53	47	7	54	8	1
54	47	9	56	7	2
55	51	8	59	7	3
56	51	6	57	10	5
57	52	4	56	10	7
58	56	5	61	10	8
59	57	10	67	5	1
60	59	1	60	10	2
