作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	9	9	9	4
2	0	9	9	8	5
3	0	2	2	8	2
4	0	0	0	7	3
5	0	0	0	9	7
6	2	2	4	7	1
7	2	4	6	6	4
8	4	9	13	7	5
9	4	8	12	7	4
10	6	9	15	6	8
11	9	5	14	10	5
12	9	5	14	8	1
13	9	3	12	10	8
14	9	4	13	9	3
15	12	5	17	6	4
16	12	2	14	9	2
17	12	1	13	6	8
18	13	8	21	6	5
19	13	4	17	5	5
20	13	1	14	10	1
21	13	6	19	6	7
22	13	4	17	9	8
23	14	3	17	6	3
24	14	3	17	10	2
25	14	3	17	8	2
26	15	4	19	7	2
27	15	2	17	5	5
28	17	2	19	8	1
29	17	6	23	10	6
30	17	6	23	6	6
31	17	7	24	7	2
32	17	5	22	8	8
33	17	7	24	7	5
34	19	9	28	6	5
35	19	1	20	6	6
36	19	5	24	7	7
37	21	7	28	10	4
38	22	10	32	6	4
39	22	1	23	6	8
40	23	5	28	8	3
41	23	2	25	6	7
42	23	9	32	10	5
43	23	7	30	9	1
44	24	1	25	10	2
45	24	6	30	5	1
46	24	9	33	9	5
47	25	10	35	9	4
48	28	9	37	7	6
49	28	7	35	7	3
50	28	6	34	10	2
51	30	6	36	10	7
52	32	5	37	10	3
53	32	4	36	9	7
54	33	4	37	8	1
55	35	7	42	9	5
56	36	3	39	7	6
57	37	7	44	5	5
58	37	2	39	10	3
59	37	1	38	5	8
60	39	1	40	10	5
