作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	3	3	8	2
2	0	1	1	6	8
3	0	4	4	5	8
4	0	0	0	8	7
5	0	0	0	6	8
6	1	5	6	7	8
7	1	8	9	6	7
8	3	10	13	10	8
9	4	7	11	10	2
10	4	10	14	5	7
11	6	5	11	7	8
12	6	5	11	9	2
13	6	4	10	9	7
14	9	5	14	6	4
15	9	8	17	9	6
16	13	5	18	7	3
17	13	4	17	8	4
18	17	2	19	5	2
19	17	3	20	7	4
20	17	4	21	8	3
21	17	10	27	10	2
22	17	6	23	7	3
23	18	9	27	10	5
24	18	5	23	10	4
25	18	1	19	5	4
26	18	2	20	8	8
27	19	1	20	9	6
28	19	10	29	9	7
29	20	3	23	6	3
30	20	10	30	5	3
31	20	4	24	8	6
32	20	6	26	6	8
33	21	9	30	7	8
34	23	4	27	6	7
35	23	10	33	10	2
36	24	8	32	10	5
37	26	2	28	6	6
38	26	8	34	10	7
39	27	10	37	9	2
40	27	7	34	10	2
41	27	3	30	8	4
42	28	2	30	9	7
43	29	7	36	10	7
44	30	3	33	9	7
45	33	5	38	7	6
46	33	1	34	6	6
47	33	10	43	5	8
48	34	2	36	8	7
49	34	7	41	5	1
50	34	1	35	5	4
51	36	9	45	5	1
52	37	7	44	8	7
53	37	10	47	5	4
54	43	1	44	7	8
55	44	2	46	10	8
56	44	2	46	8	5
57	45	3	48	7	8
58	46	7	53	5	7
59	47	4	51	5	7
60	51	8	59	5	4
