作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	10	3
2	0	9	9	5	2
3	0	5	5	5	5
4	0	0	0	10	6
5	0	0	0	5	7
6	5	2	7	8	5
7	5	7	12	8	6
8	8	9	17	9	3
9	9	3	12	5	3
10	9	4	13	8	3
11	12	5	17	10	1
12	12	10	22	9	5
13	12	8	20	6	5
14	17	2	19	9	4
15	17	2	19	5	2
16	19	9	28	10	2
17	19	10	29	7	7
18	20	6	26	7	1
19	20	3	23	7	4
20	20	3	23	8	6
21	22	3	25	6	4
22	23	5	28	10	6
23	23	7	30	10	2
24	23	3	26	7	7
25	26	8	34	9	1
26	26	5	31	8	4
27	26	3	29	5	7
28	26	5	31	7	7
29	29	3	32	6	4
30	29	1	30	7	4
31	29	2	31	10	6
32	30	8	38	9	6
33	31	6	37	8	8
34	31	8	39	6	7
35	31	3	34	9	5
36	31	8	39	9	4
37	34	3	37	9	3
38	34	7	41	9	2
39	34	9	43	9	3
40	37	2	39	9	6
41	39	2	41	5	4
42	39	8	47	7	6
43	39	3	42	8	6
44	41	3	44	9	2
45	41	4	45	9	6
46	41	4	45	5	1
47	42	5	47	7	1
48	43	10	53	8	8
49	45	10	55	10	5
50	45	5	50	8	1
51	47	2	49	8	1
52	47	9	56	6	8
53	47	5	52	8	4
54	52	6	58	5	2
55	53	6	59	5	8
56	55	9	64	9	1
57	55	8	63	9	6
58	56	2	58	8	7
59	58	10	68	7	2
60	64	6	70	6	1
