作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	2	2	5	3
2	0	9	9	10	2
3	0	9	9	7	3
4	0	0	0	5	7
5	0	0	0	9	7
6	2	4	6	6	4
7	2	6	8	8	3
8	2	2	4	7	2
9	4	6	10	9	6
10	6	6	12	9	6
11	8	7	15	6	3
12	9	6	15	5	2
13	9	10	19	5	1
14	9	8	17	6	7
15	9	4	13	10	1
16	9	6	15	5	8
17	10	6	16	8	2
18	13	1	14	6	6
19	13	2	15	10	1
20	13	9	22	9	1
21	15	1	16	5	6
22	15	10	25	9	6
23	15	2	17	7	2
24	17	7	24	9	3
25	17	1	18	7	4
26	17	7	24	6	7
27	17	8	25	10	3
28	18	6	24	5	5
29	18	8	26	6	8
30	18	5	23	6	8
31	19	1	20	8	6
32	20	4	24	10	8
33	22	1	23	7	7
34	22	2	24	9	2
35	23	6	29	5	7
36	24	9	33	9	3
37	24	10	34	5	6
38	24	4	28	6	1
39	25	9	34	7	6
40	25	4	29	8	7
41	25	5	30	10	7
42	26	4	30	8	7
43	28	3	31	9	1
44	30	8	38	5	6
45	30	7	37	9	1
46	30	5	35	10	3
47	30	6	36	10	8
48	30	3	33	5	1
49	31	2	33	9	1
50	33	3	36	9	8
51	33	10	43	8	3
52	34	5	39	7	1
53	35	8	43	5	2
54	36	5	41	7	5
55	37	9	46	6	8
56	43	1	44	8	4
57	43	8	51	6	4
58	46	7	53	9	4
59	51	1	52	6	6
60	52	10	62	6	8
