作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	1	1	8	8
2	0	3	3	6	2
3	0	0	0	6	4
4	0	0	0	6	8
5	1	5	6	8	4
6	3	5	8	6	2
7	6	5	11	7	1
8	8	9	17	9	3
9	11	4	15	6	5
10	15	10	25	5	8
11	17	2	19	6	5
12	17	2	19	5	2
13	17	10	27	8	5
14	19	4	23	8	7
15	25	8	33	6	1
16	25	8	33	6	7
17	27	1	28	5	3
18	28	10	38	9	8
19	28	6	34	6	2
20	33	9	42	7	2
21	34	4	38	9	2
22	34	5	39	6	6
23	39	6	45	8	4
24	42	8	50	9	1
25	42	9	51	6	4
26	50	4	54	7	8
27	50	10	60	9	3
28	51	3	54	9	5
29	51	10	61	6	4
30	54	1	55	9	6
31	55	10	65	6	3
32	61	3	64	5	2
33	64	7	71	5	7
34	65	1	66	10	8
35	66	10	76	7	5
36	71	6	77	7	5
37	71	6	77	8	1
38	76	9	85	9	7
39	77	5	82	5	5
40	77	8	85	5	6
41	82	10	92	10	5
42	85	9	94	9	2
43	92	4	96	8	3
44	92	2	94	8	8
45	94	7	101	6	4
46	96	3	99	5	4
47	99	10	109	7	4
48	99	4	103	10	1
49	101	2	103	8	5
50	103	4	107	7	4
51	107	3	110	5	5
52	107	5	112	10	2
53	109	10	119	8	6
54	112	7	119	9	3
55	119	8	127	9	7
56	119	9	128	7	2
57	119	4	123	9	5
58	127	7	134	7	2
59	128	6	134	7	2
60	134	10	144	6	7
