作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	4	4	8	3
2	0	6	6	8	2
3	0	10	10	9	4
4	0	0	0	9	6
5	0	0	0	7	5
6	4	7	11	9	4
7	4	7	11	6	5
8	4	5	9	9	1
9	6	7	13	5	7
10	6	1	7	10	3
11	6	10	16	6	6
12	7	7	14	5	8
13	7	3	10	8	6
14	7	6	13	8	7
15	9	8	17	5	4
16	10	8	18	8	3
17	10	1	11	5	3
18	11	8	19	6	1
19	11	5	16	6	6
20	11	4	15	10	5
21	11	4	15	9	5
22	13	4	17	6	7
23	13	4	17	9	1
24	14	7	21	8	5
25	15	5	20	9	8
26	15	3	18	9	4
27	15	7	22	8	1
28	15	2	17	5	7
29	15	1	16	5	5
30	16	9	25	9	8
31	16	2	18	5	8
32	17	7	24	7	4
33	17	9	26	10	1
34	17	4	21	8	4
35	18	8	26	10	2
36	18	10	28	7	8
37	18	10	28	7	5
38	18	6	24	10	4
39	18	7	25	9	4
40	21	5	26	10	1
41	21	1	22	5	1
42	25	3	28	8	6
43	25	1	26	8	6
44	26	9	35	10	4
45	26	9	35	5	3
46	26	10	36	9	5
47	26	1	27	9	4
48	28	4	32	8	1
49	28	8	36	6	4
50	32	4	36	5	1
51	36	5	41	5	4
52	36	1	37	5	4
53	36	2	38	10	7
54	36	10	46	9	2
55	36	10	46	10	2
56	37	7	44	10	5
57	38	1	39	5	8
58	46	2	48	9	6
59	46	4	50	9	4
60	50	7	57	8	7
