作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	9	9	10	3
2	0	4	4	7	8
3	0	8	8	7	7
4	0	0	0	5	3
5	0	0	0	10	7
6	4	1	5	6	6
7	4	8	12	5	7
8	4	8	12	6	6
9	5	8	13	6	7
10	8	10	18	8	3
11	8	6	14	7	6
12	9	10	19	7	8
13	9	6	15	8	4
14	9	10	19	5	3
15	12	7	19	10	1
16	12	10	22	8	3
17	14	3	17	7	1
18	14	8	22	7	8
19	15	6	21	7	6
20	17	9	26	8	8
21	17	5	22	9	6
22	17	1	18	7	6
23	18	1	19	8	7
24	18	7	25	9	3
25	18	3	21	9	2
26	19	10	29	10	4
27	19	5	24	10	3
28	19	1	20	10	3
29	19	9	28	7	8
30	19	4	23	6	1
31	19	2	21	6	2
32	21	3	24	10	1
33	21	3	24	5	6
34	21	4	25	7	2
35	21	8	29	6	2
36	22	9	31	6	5
37	22	8	30	8	3
38	22	10	32	10	7
39	23	7	30	8	6
40	24	6	30	9	6
41	24	6	30	8	2
42	28	2	30	7	7
43	28	5	33	7	5
44	29	10	39	6	2
45	30	10	40	5	2
46	30	3	33	5	5
47	30	7	37	8	4
48	30	1	31	7	4
49	30	6	36	9	6
50	32	9	41	9	6
51	33	3	36	10	4
52	36	5	41	5	5
53	37	3	40	5	2
54	40	8	48	9	6
55	40	3	43	6	1
56	41	6	47	6	2
57	41	10	51	6	7
58	43	9	52	8	1
59	48	8	56	9	5
60	51	10	61	6	3
