作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	8	8	8	7
2	0	5	5	8	1
3	0	2	2	6	7
4	0	0	0	10	1
5	0	0	0	9	5
6	5	7	12	7	8
7	5	4	9	9	2
8	8	9	17	8	3
9	8	3	11	10	1
10	8	7	15	8	1
11	9	5	14	9	5
12	9	5	14	10	5
13	11	8	19	8	5
14	14	1	15	6	6
15	14	8	22	9	7
16	17	2	19	9	3
17	17	3	20	9	5
18	17	3	20	8	6
19	19	4	23	8	3
20	19	2	21	7	2
21	19	9	28	7	6
22	20	8	28	10	7
23	21	4	25	9	1
24	22	8	30	7	1
25	23	4	27	9	5
26	23	2	25	5	4
27	25	5	30	6	7
28	27	7	34	5	5
29	28	3	31	5	8
30	28	1	29	5	8
31	28	7	35	10	5
32	28	6	34	9	1
33	29	5	34	5	4
34	29	1	30	8	7
35	30	5	35	9	1
36	30	1	31	7	2
37	31	7	38	9	6
38	31	7	38	5	7
39	31	9	40	8	8
40	34	4	38	10	7
41	34	4	38	7	5
42	35	3	38	5	5
43	35	2	37	6	3
44	35	10	45	7	1
45	38	9	47	8	1
46	38	5	43	6	6
47	38	4	42	5	5
48	38	6	44	9	7
49	38	8	46	5	4
50	38	3	41	10	5
51	41	4	45	8	8
52	41	3	44	10	3
53	43	7	50	5	5
54	44	5	49	5	4
55	44	8	52	7	3
56	46	8	54	6	2
57	49	8	57	5	3
58	50	8	58	5	5
59	52	9	61	10	3
60	54	7	61	6	5
