作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	6	2
2	0	1	1	9	1
3	0	9	9	6	4
4	0	0	0	6	5
5	0	0	0	6	8
6	1	5	6	5	8
7	1	9	10	6	2
8	1	6	7	9	1
9	6	8	14	8	7
10	6	5	11	7	8
11	6	4	10	7	8
12	7	2	9	8	6
13	7	3	10	5	8
14	7	3	10	10	3
15	9	5	14	5	2
16	9	1	10	9	7
17	9	3	12	6	4
18	9	8	17	8	3
19	10	7	17	7	2
20	10	6	16	5	2
21	10	8	18	6	4
22	10	10	20	7	7
23	10	9	19	9	7
24	10	10	20	6	8
25	10	6	16	6	2
26	12	8	20	10	6
27	14	6	20	10	6
28	16	3	19	9	3
29	16	10	26	7	5
30	17	1	18	6	8
31	18	10	28	9	8
32	19	3	22	9	1
33	19	6	25	6	4
34	20	10	30	10	6
35	20	7	27	8	8
36	25	9	34	7	5
37	27	2	29	9	4
38	27	4	31	8	8
39	27	6	33	7	5
40	29	3	32	5	7
41	29	3	32	5	2
42	30	2	32	10	7
43	30	4	34	10	3
44	30	9	39	8	1
45	32	7	39	7	8
46	33	5	38	9	1
47	34	6	40	10	5
48	34	3	37	9	1
49	34	10	44	5	3
50	38	6	44	8	8
51	39	8	47	5	1
52	39	8	47	8	4
53	40	7	47	6	6
54	44	3	47	9	4
55	44	5	49	8	8
56	47	4	51	5	3
57	47	10	57	9	5
58	47	7	54	10	1
59	49	5	54	5	8
60	54	10	64	8	4
