作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	10	7
2	0	9	9	10	7
3	0	3	3	8	2
4	0	0	0	8	6
5	0	0	0	8	4
6	3	2	5	7	5
7	5	3	8	8	8
8	5	8	13	10	2
9	6	3	9	10	5
10	6	5	11	6	6
11	8	2	10	8	2
12	8	8	16	10	4
13	9	4	13	10	8
14	11	1	12	10	1
15	11	5	16	6	3
16	12	7	19	7	3
17	13	7	20	7	5
18	13	10	23	6	8
19	16	6	22	9	8
20	16	6	22	9	8
21	19	6	25	6	7
22	20	10	30	6	3
23	22	2	24	6	3
24	22	10	32	6	8
25	23	7	30	7	6
26	23	2	25	8	4
27	25	1	26	9	4
28	26	2	28	6	8
29	28	9	37	10	4
30	28	6	34	6	8
31	30	8	38	10	6
32	30	7	37	5	3
33	30	2	32	5	3
34	32	2	34	8	7
35	32	7	39	9	6
36	34	6	40	10	1
37	34	6	40	5	8
38	37	8	45	10	3
39	38	9	47	6	2
40	39	10	49	9	6
41	40	4	44	9	1
42	40	4	44	10	2
43	44	9	53	9	7
44	45	3	48	10	8
45	45	4	49	9	4
46	47	6	53	5	7
47	47	10	57	9	7
48	49	8	57	10	1
49	49	1	50	6	8
50	50	9	59	5	8
51	53	8	61	7	3
52	53	3	56	9	6
53	56	9	65	8	4
54	56	9	65	7	6
55	57	1	58	5	3
56	57	3	60	6	1
57	59	9	68	6	2
58	59	3	62	10	3
59	60	8	68	7	6
60	62	1	63	8	3
