作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	6	6	8	5
2	0	6	6	10	8
3	0	5	5	8	4
4	0	0	0	7	2
5	0	0	0	6	3
6	5	7	12	6	4
7	6	6	12	10	4
8	6	2	8	9	6
9	6	1	7	9	5
10	6	8	14	7	8
11	7	8	15	8	1
12	8	8	16	5	5
13	8	9	17	5	3
14	12	9	21	7	7
15	14	1	15	9	2
16	14	6	20	8	5
17	15	4	19	8	7
18	15	4	19	10	6
19	17	4	21	8	3
20	17	4	21	9	3
21	19	2	21	7	6
22	19	9	28	5	1
23	20	3	23	8	7
24	21	9	30	5	1
25	21	3	24	8	6
26	21	8	29	7	7
27	23	2	25	7	1
28	23	8	31	10	5
29	24	5	29	10	1
30	25	6	31	7	5
31	28	2	30	9	7
32	29	9	38	8	2
33	30	4	34	9	7
34	30	2	32	10	4
35	31	9	40	10	2
36	31	10	41	10	5
37	32	1	33	6	5
38	32	9	41	8	6
39	34	4	38	7	5
40	34	5	39	9	4
41	38	8	46	9	8
42	39	9	48	8	6
43	40	1	41	5	8
44	41	6	47	6	4
45	41	4	45	10	8
46	41	5	46	7	7
47	41	1	42	9	1
48	42	4	46	10	7
49	45	8	53	7	2
50	46	8	54	10	3
51	46	2	48	5	1
52	47	8	55	9	7
53	48	10	58	10	1
54	48	1	49	10	8
55	48	8	56	5	6
56	53	5	58	8	3
57	54	2	56	9	4
58	55	4	59	5	4
59	56	3	59	8	1
60	58	2	60	9	5
