作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	9	9	5	2
2	0	3	3	6	4
3	0	6	6	6	8
4	0	0	0	9	1
5	0	0	0	6	6
6	3	5	8	10	4
7	3	8	11	10	4
8	3	7	10	6	6
9	6	8	14	9	4
10	6	3	9	6	6
11	6	5	11	10	8
12	8	4	12	10	8
13	9	1	10	7	7
14	9	2	11	5	4
15	9	3	12	10	7
16	9	2	11	5	1
17	9	3	12	10	7
18	10	3	13	10	7
19	10	1	11	10	3
20	10	10	20	7	1
21	11	7	18	7	6
22	11	2	13	7	2
23	11	6	17	10	5
24	11	6	17	8	5
25	11	6	17	6	7
26	11	2	13	7	3
27	12	1	13	8	5
28	13	2	15	7	3
29	13	6	19	8	2
30	13	4	17	8	4
31	14	9	23	5	7
32	15	5	20	9	8
33	15	9	24	7	2
34	17	4	21	8	1
35	17	10	27	9	1
36	17	3	20	8	8
37	17	8	25	6	7
38	17	5	22	8	5
39	17	2	19	8	6
40	19	4	23	9	4
41	19	7	26	9	7
42	20	6	26	8	3
43	20	6	26	9	5
44	23	8	31	6	4
45	26	9	35	7	5
46	26	8	34	9	6
47	26	4	30	7	4
48	27	3	30	9	5
49	30	5	35	7	4
50	30	6	36	6	2
51	31	2	33	5	8
52	33	10	43	5	4
53	33	10	43	9	3
54	34	2	36	7	5
55	34	1	35	9	1
56	35	6	41	8	6
57	36	6	42	9	1
58	41	2	43	5	7
59	43	1	44	7	6
60	44	7	51	8	2
