作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	3	3	5	4
2	0	2	2	8	8
3	0	6	6	5	5
4	0	0	0	10	5
5	0	0	0	6	3
6	2	1	3	9	4
7	2	4	6	9	3
8	3	7	10	6	6
9	3	9	12	9	3
10	3	1	4	6	4
11	3	7	10	8	2
12	4	5	9	8	6
13	6	10	16	10	3
14	6	1	7	9	7
15	6	2	8	6	4
16	6	8	14	10	6
17	6	6	12	5	4
18	7	10	17	6	2
19	7	1	8	7	2
20	8	1	9	5	4
21	10	9	19	10	2
22	10	3	13	7	2
23	10	8	18	7	3
24	12	2	14	8	4
25	14	5	19	5	1
26	14	2	16	8	3
27	14	6	20	5	2
28	14	5	19	10	2
29	16	9	25	7	4
30	16	2	18	9	2
31	16	4	20	9	2
32	18	2	20	5	4
33	19	7	26	7	5
34	19	3	22	6	3
35	19	9	28	7	6
36	19	7	26	10	1
37	20	7	27	7	3
38	20	10	30	6	1
39	22	9	31	6	4
40	25	5	30	10	2
41	26	4	30	6	4
42	27	10	37	6	6
43	28	6	34	5	8
44	30	6	36	6	6
45	30	5	35	6	8
46	30	7	37	9	7
47	31	4	35	9	3
48	36	8	44	7	7
49	37	3	40	5	4
50	37	9	46	10	8
51	37	7	44	6	1
52	37	7	44	8	8
53	37	1	38	7	2
54	38	6	44	9	3
55	44	4	48	10	1
56	46	3	49	6	4
57	49	10	59	6	2
58	49	9	58	10	3
59	58	3	61	5	1
60	59	5	64	7	2
