作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	4	4	9	4
2	0	10	10	10	3
3	0	7	7	10	8
4	0	0	0	8	3
5	0	0	0	5	1
6	4	3	7	6	1
7	4	6	10	10	1
8	7	8	15	7	6
9	7	9	16	10	3
10	7	6	13	8	6
11	7	3	10	10	4
12	10	7	17	8	7
13	10	8	18	10	4
14	10	10	20	6	1
15	16	6	22	10	8
16	16	9	25	8	4
17	17	9	26	9	4
18	17	3	20	8	2
19	18	5	23	8	6
20	20	5	25	10	3
21	20	5	25	5	6
22	20	7	27	10	7
23	22	6	28	10	4
24	22	8	30	8	4
25	25	10	35	9	8
26	27	7	34	9	5
27	27	8	35	9	7
28	27	2	29	8	8
29	29	6	35	9	8
30	29	2	31	10	4
31	30	6	36	5	7
32	35	9	44	5	6
33	35	9	44	8	6
34	35	7	42	6	8
35	35	6	41	5	7
36	35	7	42	9	6
37	41	9	50	10	5
38	42	8	50	6	7
39	42	8	50	10	8
40	44	10	54	8	2
41	44	5	49	7	5
42	49	5	54	5	3
43	50	7	57	9	3
44	50	4	54	8	6
45	50	2	52	8	8
46	50	3	53	5	6
47	52	9	61	7	2
48	53	1	54	9	8
49	54	9	63	9	4
50	54	10	64	10	2
51	54	7	61	5	8
52	57	4	61	10	7
53	61	5	66	9	2
54	61	9	70	5	2
55	64	2	66	8	8
56	66	4	70	10	5
57	70	5	75	10	5
58	70	2	72	7	4
59	70	8	78	8	6
60	72	8	80	10	7
