作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	5	5
2	0	2	2	10	3
3	0	9	9	9	3
4	0	0	0	6	5
5	0	0	0	8	8
6	2	9	11	8	2
7	2	2	4	5	3
8	2	1	3	5	4
9	3	5	8	10	2
10	3	2	5	10	5
11	3	6	9	10	1
12	5	3	8	6	8
13	5	4	9	6	3
14	5	2	7	10	5
15	7	1	8	8	4
16	8	5	13	9	1
17	8	7	15	7	3
18	8	7	15	9	3
19	8	1	9	6	6
20	9	6	15	7	6
21	9	1	10	5	1
22	9	1	10	7	4
23	9	8	17	6	5
24	9	4	13	10	8
25	9	9	18	8	1
26	9	7	16	8	7
27	11	5	16	6	8
28	11	5	16	8	8
29	15	7	22	6	2
30	16	5	21	5	6
31	16	8	24	8	2
32	16	5	21	7	7
33	16	4	20	7	5
34	16	5	21	10	2
35	17	7	24	9	7
36	18	4	22	10	3
37	18	10	28	5	3
38	18	1	19	5	7
39	21	6	27	7	5
40	21	8	29	5	5
41	21	1	22	8	3
42	22	8	30	9	8
43	22	6	28	7	6
44	22	5	27	6	7
45	24	3	27	9	4
46	24	5	29	7	5
47	24	6	30	8	6
48	27	7	34	7	3
49	27	1	28	5	2
50	28	7	35	6	8
51	28	9	37	10	1
52	28	3	31	6	2
53	29	3	32	10	2
54	29	10	39	9	3
55	35	2	37	10	3
56	39	4	43	9	1
57	39	3	42	8	6
58	42	9	51	8	6
59	42	7	49	5	6
60	51	2	53	5	6
