作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	3	3	9	5
2	0	6	6	7	4
3	0	8	8	10	7
4	0	0	0	5	3
5	0	0	0	5	4
6	6	1	7	6	6
7	6	5	11	7	6
8	7	7	14	9	7
9	7	2	9	10	8
10	7	6	13	8	3
11	8	3	11	6	2
12	8	5	13	9	5
13	8	9	17	8	7
14	11	5	16	6	7
15	11	4	15	7	6
16	11	9	20	6	1
17	13	6	19	6	1
18	13	5	18	8	1
19	14	1	15	5	7
20	15	1	16	10	2
21	17	8	25	7	5
22	17	1	18	10	7
23	18	3	21	5	3
24	18	4	22	6	6
25	18	9	27	6	8
26	20	9	29	8	6
27	20	3	23	5	2
28	20	1	21	6	8
29	21	9	30	9	2
30	21	1	22	6	5
31	21	3	24	5	2
32	22	5	27	5	4
33	22	1	23	8	8
34	23	1	24	7	2
35	23	9	32	6	3
36	24	7	31	9	1
37	25	3	28	7	7
38	25	8	33	9	1
39	27	3	30	9	4
40	27	10	37	9	4
41	27	10	37	8	8
42	28	10	38	8	3
43	29	7	36	7	6
44	30	6	36	10	8
45	31	8	39	10	4
46	32	2	34	5	4
47	32	5	37	9	5
48	36	3	39	8	7
49	36	7	43	9	1
50	37	9	46	9	7
51	38	4	42	6	7
52	39	8	47	9	8
53	39	4	43	10	2
54	39	3	42	9	7
55	43	8	51	6	8
56	43	5	48	7	7
57	43	5	48	9	3
58	48	2	50	8	4
59	48	4	52	10	7
60	50	8	58	8	4
