作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	7	7	6	3
2	0	7	7	8	3
3	0	3	3	8	8
4	0	0	0	7	2
5	0	0	0	7	4
6	3	8	11	7	8
7	7	3	10	6	4
8	7	1	8	6	1
9	7	9	16	10	7
10	7	7	14	10	8
11	7	5	12	10	1
12	7	7	14	10	6
13	11	1	12	6	4
14	12	4	16	10	2
15	12	5	17	8	1
16	12	9	21	9	6
17	14	6	20	9	7
18	14	8	22	9	8
19	16	2	18	10	3
20	16	1	17	6	6
21	17	4	21	10	1
22	17	1	18	9	7
23	18	6	24	8	8
24	20	7	27	6	4
25	20	8	28	10	2
26	21	10	31	8	4
27	21	8	29	6	4
28	21	5	26	7	1
29	21	9	30	7	5
30	22	5	27	9	2
31	22	2	24	7	4
32	26	5	31	10	4
33	27	2	29	6	6
34	27	10	37	9	5
35	29	1	30	6	3
36	29	1	30	10	8
37	30	2	32	9	3
38	30	4	34	5	7
39	30	10	40	10	1
40	31	2	33	10	1
41	31	2	33	10	7
42	32	9	41	5	6
43	33	6	39	5	1
44	34	6	40	8	3
45	37	10	47	7	6
46	40	6	46	10	3
47	40	7	47	10	7
48	40	7	47	9	7
49	41	5	46	9	5
50	46	3	49	8	8
51	47	7	54	8	1
52	49	1	50	10	8
53	54	5	59	8	1
54	59	7	66	8	3
55	59	8	67	10	4
56	66	6	72	8	4
57	66	2	68	6	3
58	68	5	73	8	8
59	72	10	82	7	6
60	73	4	77	8	8
