作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	5	5	8	8
2	0	8	8	9	4
3	0	6	6	6	4
4	0	0	0	10	2
5	0	0	0	9	2
6	5	7	12	7	7
7	5	8	13	5	6
8	5	4	9	5	5
9	6	2	8	6	1
10	6	3	9	8	4
11	9	9	18	5	3
12	9	8	17	7	4
13	9	2	11	5	2
14	11	3	14	5	2
15	11	9	20	9	2
16	11	8	19	7	6
17	13	1	14	5	5
18	14	3	17	5	5
19	17	7	24	7	1
20	17	5	22	6	5
21	18	6	24	5	5
22	19	9	28	8	6
23	19	7	26	9	1
24	22	9	31	6	1
25	22	6	28	10	6
26	26	4	30	8	7
27	26	8	34	5	8
28	28	6	34	10	7
29	31	7	38	10	2
30	31	8	39	6	5
31	34	9	43	5	1
32	34	2	36	7	6
33	34	10	44	6	2
34	39	2	41	8	7
35	41	10	51	8	6
36	41	3	44	9	1
37	41	5	46	6	6
38	43	5	48	6	1
39	43	3	46	9	4
40	46	3	49	7	4
41	46	8	54	10	1
42	46	8	54	6	4
43	49	1	50	5	8
44	49	4	53	7	4
45	51	3	54	8	3
46	53	10	63	5	8
47	54	2	56	6	7
48	54	6	60	7	1
49	54	7	61	6	3
50	54	4	58	9	4
51	56	9	65	7	8
52	58	2	60	5	5
53	60	9	69	5	8
54	61	4	65	9	8
55	65	10	75	8	8
56	69	8	77	6	5
57	69	3	72	5	4
58	69	4	73	5	3
59	72	6	78	7	6
60	73	1	74	5	5
