作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	3	3	8	5
2	0	7	7	8	8
3	0	0	0	8	8
4	0	0	0	6	2
5	3	9	12	8	5
6	3	6	9	8	1
7	9	4	13	9	8
8	12	1	13	9	5
9	12	4	16	5	3
10	12	9	21	9	1
11	13	7	20	5	8
12	13	7	20	8	2
13	20	5	25	7	5
14	20	5	25	5	4
15	21	1	22	6	2
16	21	7	28	10	4
17	22	5	27	5	1
18	27	7	34	7	6
19	28	1	29	7	4
20	28	2	30	9	2
21	30	3	33	9	7
22	34	3	37	8	6
23	34	4	38	8	4
24	34	6	40	6	4
25	37	7	44	10	1
26	38	5	43	5	6
27	38	4	42	7	5
28	43	5	48	7	3
29	43	9	52	7	5
30	44	2	46	8	2
31	48	2	50	5	1
32	48	5	53	6	8
33	50	9	59	6	1
34	52	6	58	9	4
35	53	4	57	5	1
36	53	5	58	9	4
37	58	6	64	6	7
38	58	6	64	6	8
39	58	10	68	8	4
40	64	2	66	10	1
41	64	7	71	6	8
42	64	3	67	6	8
43	64	8	72	7	6
44	67	3	70	8	2
45	68	8	76	6	7
46	70	9	79	10	8
47	70	5	75	8	3
48	75	7	82	9	6
49	79	4	83	7	7
50	82	4	86	6	5
51	82	5	87	8	1
52	83	8	91	5	2
53	87	6	93	10	5
54	91	2	93	7	3
55	93	5	98	5	4
56	93	3	96	10	1
57	93	3	96	5	4
58	93	9	102	9	6
59	96	5	101	8	2
60	101	5	106	9	6
