作业ID	开始执行时间	作业时长	结束时间	物料量	固定装配位置
1	0	9	9	5	4
2	0	3	3	7	4
3	0	10	10	5	4
4	0	0	0	8	3
5	0	0	0	9	1
6	3	9	12	8	7
7	3	1	4	9	8
8	3	6	9	5	4
9	9	1	10	7	8
10	9	9	18	6	1
11	9	1	10	9	3
12	10	7	17	7	3
13	10	3	13	9	5
14	10	5	15	10	2
15	10	4	14	6	6
16	14	5	19	10	5
17	15	5	20	6	3
18	15	6	21	7	4
19	17	4	21	8	7
20	18	7	25	9	8
21	18	7	25	9	6
22	18	5	23	8	1
23	19	6	25	9	3
24	19	10	29	10	6
25	20	3	23	7	2
26	21	5	26	7	2
27	21	5	26	10	2
28	23	4	27	9	5
29	23	9	32	10	7
30	25	10	35	8	8
31	25	6	31	7	8
32	26	6	32	10	7
33	27	3	30	10	2
34	27	2	29	8	3
35	29	6	35	5	2
36	29	10	39	7	2
37	31	3	34	7	4
38	31	10	41	8	5
39	32	4	36	9	5
40	32	8	40	9	2
41	34	2	36	6	2
42	35	7	42	6	7
43	35	6	41	5	1
44	36	10	46	7	6
45	40	5	45	9	7
46	40	7	47	9	4
47	41	8	49	6	5
48	42	10	52	6	7
49	42	1	43	6	7
50	43	4	47	6	3
51	45	7	52	10	3
52	46	7	53	5	6
53	47	1	48	10	2
54	47	3	50	10	1
55	48	7	55	10	3
56	49	2	51	5	2
57	50	5	55	5	7
58	52	2	54	9	5
59	53	1	54	8	6
60	54	6	60	5	7
